,date,distance,id,latitude,longitude,place_id,post_id,text,uid
101,1537478653.0,7160826,113911334_16034,0.0,0.0,0.0,16034.0,"Делай, если сомневаешься. Иначе никак. <br>Делай в два раза быстрее, если не сомневаешься.<br>Я предпочитаю делать ошибки, чем ничего, Я скорее испорчу, чем упущу. <br>Платить нужно за всё: За действие и бездействие. Что будет дороже? Иногда ответ очевиден только в конце жизни, на предсмертном одре — дороже плата за бездействие. Избегание неудач не делает человека счастливым. <br>Не бойтесь выглядеть глупцом, когда ищите ответы на свои вопросы.<br>Вам надо находить собственные объяснения, даже когда соглашаетесь с доводами других. <br>Не бойтесь допускать ошибки и выглядеть по-идиотски. <br>Вам надо пробовать, ошибаться и пробовать снова.<br> ",113911334.0
102,1537478641.0,7160826,22106791_2505,0.0,0.0,0.0,2505.0,"Привет! Я из тех злобных соседок которые заставляют соблюдать чистоту в подъезде😈                                         Морально атакую курильщиков 🚭и прожигаю презрительным «фи»😤 мамочек неспособных поднять фантик за своим чадом.<br>Призываю вас, дорогие друзья, распечатать такой плакат и повесить в подъезде на стенде объявлений! Давай сделаем мир 🌍 лучше! 🤗                                        По ссылке можно скачать файл в хорошем качестве           https://drive.google.com/file/d/18Rp2P-zHwhf1t9vnmdRgIb1ooTUkUANC/view?usp=sharing.                   #чпх #питер #чистотавдоме #сосединатропевойны #чистожитьнезапретишь #куритьвредно #санктпетербург  ",22106791.0
103,1537478572.0,7160826,82914192_1724,0.0,0.0,0.0,1724.0,"Все что было важно когда-то, оставляет лишь отпечаток в душе и становится бессмысленным воспоминанием, которое иногда треплет сердце. 💔 ",82914192.0
104,1537478547.0,7160826,1035263_2310,0.0,0.0,0.0,2310.0,Сегодня я провёл семинар «Масштабирование бизнеса».  Всех ждем на курсе «Система на млрд».<br><br>#мзм #виталийновиков #мзс #бм #воронин #снм #масштабированиебизнеса voroninclub  ,1035263.0
105,1537478547.0,7160826,53874557_11842,0.0,0.0,0.0,11842.0,"Энджи и Катрин доехали?<br>Да ладно!😄<br>Зашли на чашечку фирменного большого капучино в myzhenaty, поговорили о настоящей жизни и решили, что нужно ставить реальные планы на год, делить на месяца и каждый день делать #маленькиешагикбольшоймечте<br><br>Я так счастлива, что в моей жизни есть люди, с которыми я могу говорить честно и услышать в ответ слова поддержкии ободрения🙆🏼<br>Любимая #ДомашкаДочериЦаря<br>💜<br>#мыженаты",53874557.0
106,1537478536.0,7160826,141826298_2497,0.0,0.0,0.0,2497.0,"Кажется, я пропитана любовью к этому городу от макушки до пяточек 🙈<br>⠀ <br>Когда я не знаю ""куда и зачем я иду в своей жизни"" когда нет  вдохновения, я лечу в Питер 🌃✈️<br>⠀ <br>Я люблю гулять одна. Многие говорят что это странно, но я люблю..🤔<br>Еще я люблю ходить на свидание с самой собой, задавать себе неудобные вопросы и находить смелость отвечать на них искренно.💭<br>⠀ <br>Признаюсь, иногда это так  непросто 😔<br>Но всегда это рождает новую личность во мне..<br>⠀ <br>Я хочу чтобы моя жизнь имела смысл, я хочу быть полезной для этого мира,я хочу бросать себе вызов, я хочу быть особенной версией себя.. я хочу.. и делаю то, что могу и не могу) каждый день, каждый, каждый день ⌚️<br>⠀ <br>#алёнкинымысли🙈 ",141826298.0
107,1537478473.0,7160826,60088598_3086,0.0,0.0,0.0,3086.0,,60088598.0
108,1537478403.0,7090,461195059_25,59.877517,30.35656,14333936.0,25.0,[id488148802|Осмон Айткулов]<br>#Архив,461195059.0
109,1537478307.0,7160826,298355567_4324,0.0,0.0,0.0,4324.0,"Поучаствовали в увлекательной игре «Тайны Юсуповского сада»💖 Получили массу положительных эмоций😉, весело провели время вместе😂 но больше так носиться по Юсуповскому не хочется😂🙈 радует, что тайну мы все-таки разгадали😄 #ПГУПС#БТБ808#Студенты😂 ",298355567.0
110,1537478303.0,7160826,478891844_37,0.0,0.0,0.0,37.0,Я не твой идеал.. ,478891844.0
