,address,checkins,city,country,created,distance,group_id,group_photo,icon,latitude,longitude,pid,place_id,title,type,updated
267,"Суворовский пр. д.59, Центр целостного развития ""Движение""",0,2.0,1.0,1532558981,398,36706985.0,https://pp.userapi.com/c5545/g36706985/e_31a58bbe.jpg?ava=1,https://vk.com/images/places/place.png,59.940201,30.380214,1928378,1928378,PRO Мужчин,21,
268,"Суворовский пр. д.59, Центр целостного развития ""Движение""",0,2.0,1.0,1532569324,400,37283737.0,https://pp.userapi.com/e0PfFCq0xdoVHF-R5PzYtXtR80pzivP9NqJacA/q24k-y2p0ag.jpg?ava=1,https://vk.com/images/places/place.png,59.940201,30.380171,2034745,2034745,PRO Женщин,21,
269,Суворовский просп. 57,0,2.0,1.0,1280742123,405,,,https://vk.com/images/places/restaraunt.png,59.940483,30.379923,7457,7457,Грета,3,
270,Суворовский просп. 57,0,2.0,1.0,1280742123,411,,,https://vk.com/images/places/restaraunt.png,59.940483,30.379823,8292,8292,Правило Буравчика,3,
271,"Суворовский проспект, 55",0,,,1490454498,416,,,https://vk.com/images/places/place.png,59.940691,30.379646,17764486,17764486,сувор,21,
272,Заячий переулок 4к3,0,,,1389549810,420,,,https://vk.com/images/places/place.png,59.940201,30.379792,7424025,7424025,Ресторан le mare,21,
273,"Витебский проспект, 9А",0,,,1535183687,420,,,https://vk.com/images/places/place.png,59.939992,30.379944,21611419,21611419,Суворовский просп,21,
274,"Суворовский просп., 36",0,,,1465365866,427,,,https://vk.com/images/places/place.png,59.940828,30.379402,15177251,15177251,метро звездная ленсовета,21,1483274051.0
275,,0,,,1489679298,431,,,https://vk.com/images/places/place.png,59.939926,30.379769,17688423,17688423,Войтолово,21,1489679303.0
276,"Суворовский пр. 57, Кафе ""ГРЕМИ""",0,2.0,1.0,1534663233,432,154246769.0,https://pp.userapi.com/c840120/v840120691/7bd2b/O-OKiW3AvCk.jpg?ava=1,https://vk.com/images/places/place.png,59.940501,30.379424,19182407,19182407,"Кафе ""ГРЕМИ"" грузинская и европейская кухня",21,
277,"Суворовский пр., д. 57",0,2.0,1.0,1532561042,433,61493204.0,https://pp.userapi.com/c311719/v311719921/47a6/WbCIOfAADJY.jpg?ava=1,https://vk.com/images/places/place.png,59.940425,30.379433,6970262,6970262,"Магазин детской одежды ""Babyshirt""",21,
278,"Суворовский просп., 55 POKER TIME",0,,,1413403555,433,,,https://vk.com/images/places/place.png,59.940319,30.379487,9861973,9861973,суворовский 55,21,1508039224.0
279,"Суворовский пр.55, #SETKA LOUNGE BAR",0,2.0,1.0,1532565789,447,28626141.0,https://vk.com/images/community_50.png?ava=1,https://vk.com/images/places/place.png,59.940217,30.37928,15028352,15028352,Кальянная|бар спб «SETKA LOUNGE»,21,
280,Суворовский проспект 51,0,,,1471522078,482,,,https://vk.com/images/places/place.png,59.940118,30.37868,15814593,15814593,Кido на суворовском,21,
281,"Моисеенко ул., 43",3,2.0,1.0,1532578767,21,131731391.0,https://pp.userapi.com/c840231/v840231685/a2b4/e7PgrtetFfk.jpg?ava=1,https://vk.com/images/places/place.png,59.937396,30.393279,16488512,16488512,Коврики WoodRoom luxury,21,1484156847.0
282,"улица Моисеенко, 41",3,,,1501613424,41,,,https://vk.com/images/places/place.png,59.937426,30.392351,18738219,18738219,Санкт-Петербург ул моисеенко 27,21,1534844703.0
283,улица Красного Текстильщика 17,13,,,1419839989,50,,,https://vk.com/images/places/place.png,59.937791,30.393826,10546872,10546872,Красного текстильщика,21,1527082183.0
284,"ул. Моисеенко, 41",5,,,1457084543,60,,,https://vk.com/images/places/place.png,59.937012,30.393175,14329834,14329834,моисенко 41,21,1527683475.0
285,улица Красного Текстильщика 17,6,,,1369238840,65,,,https://vk.com/images/places/place.png,59.937964,30.393916,5561758,5561758,штраф стоянка мать его,21,1442255637.0
286,Синопская набережная д. 72,2,,,1375449062,65,,,https://vk.com/images/places/place.png,59.937119,30.393829,6109368,6109368,У тети),21,1482080193.0
287,,4,,,1428353841,74,,,https://vk.com/images/places/place.png,59.937367,30.394333,11499233,11499233,Проспект обуховской обороны  43,21,1477396950.0
288,"ул. Моисеенко, 28А",2,,,1407928370,74,,,https://vk.com/images/places/place.png,59.938116,30.392313,9280920,9280920,рс,21,1433328932.0
289,улица Красного Текстильщика 15,9,,,1403078235,89,,,https://vk.com/images/places/place.png,59.938346,30.393331,8819056,8819056,Уфмс,21,1478602709.0
290,"Синопская наб. 78, Buddha-Bar",608,2.0,1.0,1532561967,155,40169847.0,https://pp.userapi.com/c629403/v629403705/32803/8f35H-xBf1g.jpg?ava=1,https://vk.com/images/places/place.png,59.938045,30.395674,2806052,2806052,BUDDHA-BAR St.Petersburg | Будда-Бар,21,1536308525.0
291,думская,5,,,1484989232,119,,,https://vk.com/images/places/place.png,59.938424,30.394331,17199412,17199412,club lomonosov,21,1510519555.0
292,"ул.Моисеенко, 39",3,,,1488900363,122,,,https://vk.com/images/places/place.png,59.937301,30.390915,17610736,17610736,Ангар,21,1520518876.0
293,улица Красного Текстильщика 15,25,,,1377933926,157,,,https://vk.com/images/places/place.png,59.938968,30.392753,6326275,6326275,Единый миграционный центр,21,1518594552.0
294,"ул. Моесеенко 39 а, кузница Микола кузнец",1,2.0,1.0,1532566268,122,82389772.0,https://pp.userapi.com/c623228/v623228976/132ec/9vP7NyGnbvA.jpg?ava=1,https://vk.com/images/places/place.png,59.936823,30.391407,10570035,10570035,Кованые подарки и сувениры от кузницы в СПб,21,1447153387.0
295,Синопская набережная 76A,4,,,1450902207,129,,,https://vk.com/images/places/place.png,59.93783,30.395315,13693884,13693884,Buddha-Bar St.Petersburg,21,1495242340.0
296,,2,,,1497941029,136,,,https://vk.com/images/places/place.png,59.938711,30.393886,18423438,18423438,"Sea Life,Hannover",21,1523724548.0
297,Синопская 78,12,,,1442731593,165,,,https://vk.com/images/places/place.png,59.938089,30.395821,12926251,12926251,Budha bar,21,1525011311.0
298,"Синопская наб.,78",5,,,1466106872,165,,,https://vk.com/images/places/place.png,59.938089,30.395821,15253264,15253264,Buddha-bar Saint-Petersburg,21,1503239058.0
299,"Unnamed Road, Unnamed Road",2,,,1505679965,164,,,https://vk.com/images/places/place.png,59.936114,30.393669,19097723,19097723,Budda Bar синопская набережная,21,1508553156.0
300,Синопская набережная 62,15,,,1397892845,186,,,https://vk.com/images/places/place.png,59.935887,30.392809,8318836,8318836,ИТиД,21,1533299899.0
301,"Санкт-Петербург, Синопская наб., 78",1,,,1452713299,165,,,https://vk.com/images/places/place.png,59.938089,30.395821,13862549,13862549,Будда,21,1452713303.0
302,"проспект Карла Маркса, 37",6,,,1490508506,180,,,https://vk.com/images/places/place.png,59.937544,30.396288,17768719,17768719,"Санкт-Петербург, Синопская набережная 74",21,1531668419.0
303,"Санкт-Петербург, ул. Моисеенко д. 24, Химчистка Clean-Expert",2,2.0,1.0,1532569010,185,48329352.0,https://sun9-4.userapi.com/c620324/v620324582/fc3d/O4OFU4kgGTc.jpg?ava=1,https://vk.com/images/places/place.png,59.937643,30.389737,4471029,4471029,•●Химчистка в Санкт-Петербурге Клин Эксперт ●•,21,1419339430.0
304,Синопская набережная 62,1,,,1388393618,184,,,https://vk.com/images/places/place.png,59.935896,30.392956,7311914,7311914,Концепт Строй Северо- Запад,21,1388394275.0
305,Синопская набережная 76,3,,,1454018760,206,,,https://vk.com/images/places/place.png,59.938578,30.396151,14002589,14002589,Buddhabarspb,21,1476511559.0
306,"улица Моисеенко, 24А",4,2.0,1.0,1532559219,215,38225391.0,https://pp.userapi.com/c604722/v604722850/30539/AZN_UdB-7sQ.jpg?ava=1,https://vk.com/images/places/place.png,59.938998,30.390463,11293987,11293987,"Вилли машина. Мототренажер, СПб",21,1509274368.0
307,Синопская набережная 64,5,,,1443126753,217,,,https://vk.com/images/places/place.png,59.935611,30.393395,12966116,12966116,Синопская набережная 64а,21,1525167198.0
308,Синопская набережная 62,12,,,1450537893,234,,,https://vk.com/images/places/place.png,59.935446,30.393187,13660429,13660429,"Синопская набережная, 60",21,1534944708.0
309,Моисеенко 22а,4,2.0,1.0,1280742023,221,,,https://vk.com/images/places/restaraunt.png,59.937779,30.389099,1477,1477,Тропики,3,1533813459.0
310,улица Новгородская 15,14,,,1388820080,258,,,https://vk.com/images/places/place.png,59.937123,30.388492,7346076,7346076,Новгородская 13,21,1511512622.0
311,Синопская набережная,7,,,1441959334,253,,,https://vk.com/images/places/place.png,59.935867,30.396103,12853621,12853621,St. Petersburg Plaza,21,1518962662.0
312,улица Моисеенко 20,2,,,1406946060,250,,,https://vk.com/images/places/place.png,59.938609,30.389085,9186034,9186034,Дегтярный переулок 6,21,1528459582.0
313,улица Моисеенко 22,6,,,1368455102,262,,,https://vk.com/images/places/place.png,59.937775,30.388365,5479383,5479383,Bercut,21,1419068460.0
314,Синопская набережная 52,41,,,1369307883,363,,,https://vk.com/images/places/place.png,59.93432,30.392153,5568016,5568016,"БЦ Синопская, 52",21,1533538768.0
315,улица Новгородская,3,,,1368202142,272,,,https://vk.com/images/places/place.png,59.938643,30.388663,5448423,5448423,РД#13,21,1461747533.0
316,Gastronom21,2,2.0,1.0,1500454257,281,150540633.0,https://pp.userapi.com/c824504/v824504115/54960/liCZPAAHosA.jpg?ava=1,https://vk.com/images/places/place.png,59.93731,30.38803,18634565,18634565,Гастроном 21,21,1514045680.0
317,"Моисеенко ул. 22, Фабрика Бебеля",4,2.0,1.0,1532569394,287,40394408.0,https://vk.com/images/community_50.png?ava=1,https://vk.com/images/places/place.png,59.937734,30.387904,2767515,2767515,MUGGERS,21,1435302079.0
318,улица Новгородская 17,3,,,1448121421,285,,,https://vk.com/images/places/place.png,59.939139,30.389015,13430402,13430402,"Санкт-Петербург, ул.Гаврская,6",21,1487418513.0
319,"Моисеенко ул., 22",1,,,1450256413,283,,,https://vk.com/images/places/place.png,59.937735,30.387969,13635220,13635220,"КГП ""Бебеля"" (ГС ""Акадо-Телеком"")",21,1450256422.0
320,улица Моисеенко,6,,,1382600112,297,,,https://vk.com/images/places/place.png,59.938037,30.387803,6755243,6755243,Моисеенко д. 24,21,1530939975.0
321,Синопская набережная,3,,,1470683831,297,,,https://vk.com/images/places/place.png,59.934902,30.393649,15724232,15724232,Embankment Of Neva River,21,1499642120.0
322,Синопская набережная 54,11,,,1474652038,320,,,https://vk.com/images/places/place.png,59.934731,30.391892,16153791,16153791,"Санкт-Петербург, Синопская набережная,56-58",21,1532290086.0
323,"Синопская набережная, 54",8,,,1486796676,320,,,https://vk.com/images/places/place.png,59.934709,30.392129,17394075,17394075,Buddah bar,21,1534697968.0
324,улица Моисеенко 22,3,,,1513990294,315,,,https://vk.com/images/places/place.png,59.937573,30.387388,19764372,19764372,моисеенко 22,21,1522952829.0
325,"Новгородская ул., 18",3,,,1446481322,367,,,https://vk.com/images/places/place.png,59.937186,30.386493,13273891,13273891,новгородская моисеенко,21,1481741192.0
326,187600,6,,,1423939395,398,,,https://vk.com/images/places/place.png,59.935971,30.386632,11000623,11000623,"Санкт-Петербург, Новгородская, д. 13",21,1511467017.0
327,"Моисеенко ул.43, ""Ext - Int""",0,2.0,1.0,1532580157,39,100815665.0,https://pp.userapi.com/c637330/v637330103/603a6/G93VeokaL90.jpg?ava=1,https://vk.com/images/places/place.png,59.937332,30.393599,12809820,12809820,"Архитектурное ателье ""Ext - Int""",21,
328,ул. Моисеенко д. 43,0,2.0,1.0,1532570173,45,23803336.0,https://pp.userapi.com/c10760/g23803336/e_76d61584.jpg?ava=1,https://vk.com/images/places/place.png,59.937238,30.393554,3477106,3477106,Срочное изготовление печатей по оттиску,21,
329,"улица Моисеенко, 39A, СТУДИЯ БЛЕСКА !!!",0,2.0,1.0,1532566479,73,95280613.0,https://pp.userapi.com/c639520/v639520465/1df05/AcqwFKOpDuo.jpg?ava=1,https://vk.com/images/places/place.png,59.937223,30.391923,17739603,17739603,СТУДИЯ БЛЕСКА **ПОЛИРОВКА**ДЕТЕЙЛИНГ**,21,1494842754.0
330,"JDM Garage SPB ドリフト ガレージ, JDM Garage SPB 報ガレージ",0,2.0,1.0,1532558698,90,19112049.0,https://pp.userapi.com/c824503/v824503343/ad629/du6ejfHoqQI.jpg?ava=1,https://vk.com/images/places/place.png,59.936769,30.39262,12116262,12116262,JDM Garage SPB ドリフト ガレージ,21,
331,,0,,,1491544809,103,,,https://vk.com/images/places/place.png,59.938199,30.391717,17874076,17874076,"колпинский р-н, г колпино, ул Севастьянова, д.24",21,1512884466.0
332,"улица Моисеенко, 39АГ, Центральный-1",0,2.0,1.0,1534794203,125,117220101.0,https://pp.userapi.com/c841028/v841028381/4fe83/PxelHj4wNnQ.jpg?ava=1,https://vk.com/images/places/place.png,59.936535,30.392086,19747668,19747668,"Детско-юношеская футбольная школа ""Дельта""",21,1526130719.0
333,Мото Ремонт,0,2.0,1.0,1532563080,131,68829066.0,https://vk.com/images/community_50.png?ava=1,https://vk.com/images/places/place.png,59.936728,30.391363,8129318,8129318,Мото Ремонт,21,
334,Синопская набережная,0,,,1482492563,133,,,https://vk.com/images/places/place.png,59.93695,30.395116,16956160,16956160,синопская набеоежная,21,1482492567.0
335,"улица Моисеенко, 24А, ГаленоФарм®",0,2.0,1.0,1534418008,146,34490417.0,https://sun9-2.userapi.com/c831308/v831308521/c1e65/4b0t0tkTiZg.jpg?ava=1,https://vk.com/images/places/place.png,59.937792,30.390476,21479026,21479026,ГаленоФарм,21,
336,Sinopskaya naberezhnaya,0,,,1461350255,148,,,https://vk.com/images/places/place.png,59.936769,30.395197,14776370,14776370,Sankts,21,1461350351.0
337,"моисеенко 24 а, Фармацевтическая фабрика",0,2.0,1.0,1361996619,154,50331981.0,https://pp.userapi.com/c308527/v308527938/4fed/qZf_dYpXoLw.jpg?ava=1,https://vk.com/images/places/home.png,59.938536,30.391084,4798796,4798796,Антицеллюлитная линия косметики от производителя,1,
338,"Большая гражданская улица, 5",0,,,1490468627,167,,,https://vk.com/images/places/place.png,59.937691,30.396055,17766494,17766494,режная 74,21,1490468631.0
339,"Санкт-Петербург, Моисеенко ул. 39",0,2.0,1.0,1532569378,174,48391964.0,https://pp.userapi.com/c626819/v626819059/476a/qTpXppZbWRY.jpg?ava=1,https://vk.com/images/places/place.png,59.936471,30.390792,7696197,7696197,SPBprint.net,21,
340,"улица Красного Текстильщика, 13В",0,2.0,1.0,1536398310,181,85474844.0,https://pp.userapi.com/c630924/v630924323/222e9/-80K5QxPGTw.jpg?ava=1,https://vk.com/images/places/place.png,59.939168,30.392563,19593798,19593798,КВОТА НА РВП СПБ Казахстан,21,
341,"улица Хлопина, 3",0,,,1535889512,190,,,https://vk.com/images/places/place.png,59.93925,30.393614,21647739,21647739,"Ул. Красного Текстильщика, 13а",21,
342,"Синопская набережная, 64, Paradise Estate Office",0,2.0,1.0,1533197231,204,1070756.0,https://sun9-6.userapi.com/c830309/v830309382/7e77c/7_yLbFOvF1c.jpg?ava=1,https://vk.com/images/places/place.png,59.93572,30.393183,21500878,21500878,Paradise Estate,21,
343,"Синопская наб., 64",0,2.0,1.0,1532576549,220,134549407.0,https://pp.userapi.com/c841123/v841123373/6e8fa/hGu7PmYFxhc.jpg?ava=1,https://vk.com/images/places/place.png,59.935584,30.393376,17991405,17991405,Sherlog | Противоугонно-поисковый комплекс,21,
344,улица Моисеенко,0,,,1467538689,221,,,https://vk.com/images/places/place.png,59.937779,30.389099,15391147,15391147,Beautylab by JR SPb,21,1467538698.0
345,"улица Моисеенко, 22Б, офис 12, Taxi Racer",0,2.0,1.0,1532579587,245,147895123.0,https://pp.userapi.com/c841632/v841632160/c13e/zUAMPIbAQz0.jpg?ava=1,https://vk.com/images/places/place.png,59.937968,30.38873,18546492,18546492,Taxi Racer. Подключение к службам такси,21,
346,Моисеенко ул. д.39,0,2.0,1.0,1532568687,281,61629620.0,https://pp.userapi.com/c841321/v841321784/775b8/8sW2Rcvxbu4.jpg?ava=1,https://vk.com/images/places/place.png,59.93731,30.38803,7540413,7540413,"ООО""АДВЕРТКА"" | Рекламное производство",21,
347,Моисеенко ул. д. 39,0,2.0,1.0,1532559470,281,71820629.0,https://pp.userapi.com/c844417/v844417180/2a4c/UxcVx_IdV8I.jpg?ava=1,https://vk.com/images/places/place.png,59.93731,30.38803,8592606,8592606,Буквы из пенопласта,21,
348,"Моисеенко ул. д. 39, Резка Плотером | Плоттерная резка в Спб",0,2.0,1.0,1532572407,281,76729541.0,https://pp.userapi.com/c840024/v840024488/365cd/kqlAleQ8kR4.jpg?ava=1,https://vk.com/images/places/place.png,59.93731,30.38803,14452795,14452795,Плоттерная резка в Спб,21,
349,"ЦЕНТР ПОМОЩИ МИГРАНТАМ В САНКТ-ПЕТЕРБУРГЕ, ЦЕНТР ПОМОЩИ МИГРАНТАМ В САНКТ-ПЕТЕРБУРГЕ И ЛЕНИГРАДСКОЙ ОБЛАСТИ",0,2.0,1.0,1532578803,285,153092460.0,https://pp.userapi.com/c840524/v840524838/8368/FexQrFHtwDA.jpg?ava=1,https://vk.com/images/places/place.png,59.938703,30.38847,19020918,19020918,ЦЕНТР ПОМОЩИ МИГРАНТАМ В САНКТ-ПЕТЕРБУРГЕ,21,
350,"Моисеенко д.22 тел. 8904-553-31-01, ООО""Альпас""",0,2.0,1.0,1532562515,287,90891799.0,https://pp.userapi.com/c623920/v623920444/292d7/LuZkiPrygbA.jpg?ava=1,https://vk.com/images/places/place.png,59.937734,30.387904,11422788,11422788,Трудовой патент в СПб,21,1494823913.0
351,"Flow Agency, Flow Agency - маркетинговое агентство",0,2.0,1.0,1533722885,287,161910208.0,https://pp.userapi.com/c846124/v846124296/8bb2c/zR7VdTzAapE.jpg?ava=1,https://vk.com/images/places/place.png,59.937734,30.387904,20252203,20252203,Flow Agency,21,
352,Новгородская ул.,0,2.0,1.0,1532562760,334,73872160.0,https://vk.com/images/community_50.png?ava=1,https://vk.com/images/places/place.png,59.936913,30.387191,14979601,14979601,Суворовцы 3 РДН,21,
353,"Forshe, ОПГ",0,314.0,2.0,1532561412,341,59983190.0,https://pp.userapi.com/c636625/v636625605/2c6ce/2fp41h3ahOk.jpg?ava=1,https://vk.com/images/places/place.png,59.937382,30.386943,7094341,7094341,Forshe,21,
354,"ГОВНОЧАТСКАЯ УЛИЦА, ГОВНО",0,2.0,1.0,1532579711,341,112651565.0,https://pp.userapi.com/c628729/v628729187/324e8/8aqqoOsJ-3Y.jpg?ava=1,https://vk.com/images/places/place.png,59.937382,30.386943,13952861,13952861,ГОВНОЧАТ Аватарии,21,
355,"Новгородская улица, 13",0,,,1505394949,352,,,https://vk.com/images/places/place.png,59.935376,30.388456,19072839,19072839,НПФ Завод Измерон,21,1505394952.0
356,"Laserday. Наружная реклама. Бегущие строки, Санкт-Петербург, ул.Новгородская д.13",0,2.0,1.0,1532567617,355,62785032.0,https://pp.userapi.com/c620327/v620327371/e44c/xqO2G3LgbGw.jpg?ava=1,https://vk.com/images/places/place.png,59.93621,30.387266,9638959,9638959,Laserday. Наружная реклама. Бегущие строки,21,
357,"Синопская наб., ITID | Institute of Television, Business and Design",0,2.0,1.0,1532577108,370,155104923.0,https://pp.userapi.com/c824410/v824410561/cd5e/bZAG2z5pfII.jpg?ava=1,https://vk.com/images/places/place.png,59.93424,30.392449,19296100,19296100,КИНО /// РЕЖИССУРА /// ИТиД,21,
358,"Синопская наб., метро пл. Александра Невского 1",0,2.0,1.0,1532580700,371,116247381.0,https://pp.userapi.com/c638426/v638426892/1eb41/QDab8czLGNc.jpg?ava=1,https://vk.com/images/places/place.png,59.934227,30.392432,17370301,17370301,Маникюр СПБ,21,
359,"Новгородская ул., 18",0,2.0,1.0,1532577385,375,143631452.0,https://pp.userapi.com/c836133/v836133633/3a4f5/wI-vj2mHKsM.jpg?ava=1,https://vk.com/images/places/place.png,59.937056,30.386383,17988115,17988115,Baby pranks - онлайн магазин детских товаров,21,
360,"""ПСБ ""ЖИЛСТРОЙ"", ""ПСБ ЖИЛСТРОЙ""",0,2.0,1.0,1532581204,432,129403040.0,https://pp.userapi.com/c837624/v837624875/177a/wvpHlN377AY.jpg?ava=1,https://vk.com/images/places/place.png,59.936458,30.385613,16155910,16155910,"""ПСБ ""ЖИЛСТРОЙ""",21,
361,улица Красного Текстильщика 15,25,,,1377933926,53,,,https://vk.com/images/places/place.png,59.938968,30.392753,6326275,6326275,Единый миграционный центр,21,1518594552.0
362,улица Красного Текстильщика 10,5,,,1440677374,87,,,https://vk.com/images/places/place.png,59.940007,30.394114,12718776,12718776,Red заведение,21,1535357589.0
363,"ул. Красного Текстильщика, д.10/12, литера В, Невская Рукодельница",29,2.0,1.0,1532568898,127,54881991.0,https://pp.userapi.com/c638531/v638531818/375e1/Zis35x5_bcw.jpg?ava=1,https://vk.com/images/places/place.png,59.940316,30.394498,6350846,6350846,Невская Рукодельница (ПНК ИМ. КИРОВА),21,1528287586.0
364,,2,,,1497941029,92,,,https://vk.com/images/places/place.png,59.938711,30.393886,18423438,18423438,"Sea Life,Hannover",21,1523724548.0
365,Красного Текстильщика 10,10,2.0,1.0,1280742078,107,,,https://vk.com/images/places/restaraunt.png,59.939956,30.394677,5063,5063,Buffet Soft,3,1439474482.0
366,Улица Красного Текстильщика 10-12,1,,,1495541765,101,,,https://vk.com/images/places/place.png,59.939979,30.394509,18221823,18221823,Визовый центр,21,1495541768.0
367,Улица Красного Текстильщика 10-12,1,,,1502983808,101,,,https://vk.com/images/places/place.png,59.939979,30.394509,18860650,18860650,МЦ НИИ онкологии им.Н.Н.Петрова,21,1518926480.0
368,улица Красного Текстильщика 15,9,,,1403078235,121,,,https://vk.com/images/places/place.png,59.938346,30.393331,8819056,8819056,Уфмс,21,1478602709.0
369,"Красного текстильщика, 17",12,,,1392468813,135,,,https://vk.com/images/places/place.png,59.940082,30.39511,7742142,7742142,Прядильно-ниточный комбинат имени С.М.Кирова,21,1516973521.0
370,думская,5,,,1484989232,132,,,https://vk.com/images/places/place.png,59.938424,30.394331,17199412,17199412,club lomonosov,21,1510519555.0
371,"Синопская наб. 78, Buddha-Bar",608,2.0,1.0,1532561967,212,40169847.0,https://pp.userapi.com/c629403/v629403705/32803/8f35H-xBf1g.jpg?ava=1,https://vk.com/images/places/place.png,59.938045,30.395674,2806052,2806052,BUDDHA-BAR St.Petersburg | Будда-Бар,21,1536308525.0
372,"улица Моисеенко, 24А",4,2.0,1.0,1532559219,152,38225391.0,https://pp.userapi.com/c604722/v604722850/30539/AZN_UdB-7sQ.jpg?ava=1,https://vk.com/images/places/place.png,59.938998,30.390463,11293987,11293987,"Вилли машина. Мототренажер, СПб",21,1509274368.0
373,"ул. Моисеенко, 28А",2,,,1407928370,151,,,https://vk.com/images/places/place.png,59.938116,30.392313,9280920,9280920,рс,21,1433328932.0
374,улица Красного Текстильщика 12,33,,,1420214980,211,,,https://vk.com/images/places/place.png,59.940727,30.395838,10577630,10577630,Синопская набережная 78,21,1534606115.0
375,улица Новгородская 23,7,,,1500988176,166,,,https://vk.com/images/places/place.png,59.940609,30.391226,18682145,18682145,Ресторан северной кухни MÖ,21,1524989572.0
376,улица Красного Текстильщика 17,6,,,1369238840,169,,,https://vk.com/images/places/place.png,59.937964,30.393916,5561758,5561758,штраф стоянка мать его,21,1442255637.0
377,улица Красного Текстильщика 17,13,,,1419839989,187,,,https://vk.com/images/places/place.png,59.937791,30.393826,10546872,10546872,Красного текстильщика,21,1527082183.0
378,Фонарный 3,1,,,1445088482,183,,,https://vk.com/images/places/place.png,59.941054,30.393633,13145637,13145637,An_store шоурум,21,1446230252.0
379,Синопская набережная,6,,,1411724397,193,,,https://vk.com/images/places/place.png,59.939482,30.396536,9682614,9682614,Межрайонная инспекция Федеральной налоговой службы № 15 по Санкт-Петербургу,21,1483097748.0
380,,1,,,1435773846,186,,,https://vk.com/images/places/place.png,59.939509,30.3964,12234106,12234106,МИФНС 15,21,1467029710.0
381,Синопская набережная 76,3,,,1454018760,196,,,https://vk.com/images/places/place.png,59.938578,30.396151,14002589,14002589,Buddhabarspb,21,1476511559.0
382,Синопская 78,12,,,1442731593,214,,,https://vk.com/images/places/place.png,59.938089,30.395821,12926251,12926251,Budha bar,21,1525011311.0
383,улица Красного Текстильщика 12,6,,,1439032450,205,,,https://vk.com/images/places/place.png,59.940204,30.396412,12549014,12549014,Единый медицинский центр,21,1510147195.0
384,Новгородская 23,1,,,1454755845,206,,,https://vk.com/images/places/place.png,59.939687,30.396726,14083849,14083849,My baby studio,21,1502428729.0
385,"Синопская наб.,78",5,,,1466106872,214,,,https://vk.com/images/places/place.png,59.938089,30.395821,15253264,15253264,Buddha-bar Saint-Petersburg,21,1503239058.0
386,улица Красного Текстильщика 12,9,,,1428391707,222,,,https://vk.com/images/places/place.png,59.94056,30.396343,11501032,11501032,Налоговая инспекция ИФНС №15,21,1513773450.0
387,Синопская набережная 76A,4,,,1450902207,217,,,https://vk.com/images/places/place.png,59.93783,30.395315,13693884,13693884,Buddha-Bar St.Petersburg,21,1495242340.0
388,"Санкт-Петербург, Синопская наб., 78",1,,,1452713299,214,,,https://vk.com/images/places/place.png,59.938089,30.395821,13862549,13862549,Будда,21,1452713303.0
389,"улица Моисеенко, 41",3,,,1501613424,226,,,https://vk.com/images/places/place.png,59.937426,30.392351,18738219,18738219,Санкт-Петербург ул моисеенко 27,21,1534844703.0
390,"Моисеенко ул., 43",3,2.0,1.0,1532578767,226,131731391.0,https://pp.userapi.com/c840231/v840231685/a2b4/e7PgrtetFfk.jpg?ava=1,https://vk.com/images/places/place.png,59.937396,30.393279,16488512,16488512,Коврики WoodRoom luxury,21,1484156847.0
391,улица Новгородская 17,3,,,1448121421,227,,,https://vk.com/images/places/place.png,59.939139,30.389015,13430402,13430402,"Санкт-Петербург, ул.Гаврская,6",21,1487418513.0
392,,4,,,1428353841,240,,,https://vk.com/images/places/place.png,59.937367,30.394333,11499233,11499233,Проспект обуховской обороны  43,21,1477396950.0
393,улица Моисеенко 20,2,,,1406946060,239,,,https://vk.com/images/places/place.png,59.938609,30.389085,9186034,9186034,Дегтярный переулок 6,21,1528459582.0
394,улица Новгородская,3,,,1368202142,259,,,https://vk.com/images/places/place.png,59.938643,30.388663,5448423,5448423,РД#13,21,1461747533.0
395,Синопская набережная д. 72,2,,,1375449062,260,,,https://vk.com/images/places/place.png,59.937119,30.393829,6109368,6109368,У тети),21,1482080193.0
396,"ул. Моисеенко, 41",5,,,1457084543,268,,,https://vk.com/images/places/place.png,59.937012,30.393175,14329834,14329834,моисенко 41,21,1527683475.0
397,"ул.Моисеенко, 39",3,,,1488900363,264,,,https://vk.com/images/places/place.png,59.937301,30.390915,17610736,17610736,Ангар,21,1520518876.0
398,"проспект Карла Маркса, 37",6,,,1490508506,276,,,https://vk.com/images/places/place.png,59.937544,30.396288,17768719,17768719,"Санкт-Петербург, Синопская набережная 74",21,1531668419.0
399,"Санкт-Петербург, ул. Моисеенко д. 24, Химчистка Clean-Expert",2,2.0,1.0,1532569010,271,48329352.0,https://sun9-4.userapi.com/c620324/v620324582/fc3d/O4OFU4kgGTc.jpg?ava=1,https://vk.com/images/places/place.png,59.937643,30.389737,4471029,4471029,•●Химчистка в Санкт-Петербурге Клин Эксперт ●•,21,1419339430.0
400,Моисеенко 22а,4,2.0,1.0,1280742023,286,,,https://vk.com/images/places/restaraunt.png,59.937779,30.389099,1477,1477,Тропики,3,1533813459.0
401,"ул. Моесеенко 39 а, кузница Микола кузнец",1,2.0,1.0,1532566268,303,82389772.0,https://pp.userapi.com/c623228/v623228976/132ec/9vP7NyGnbvA.jpg?ava=1,https://vk.com/images/places/place.png,59.936823,30.391407,10570035,10570035,Кованые подарки и сувениры от кузницы в СПб,21,1447153387.0
