,address,checkins,city,country,created,distance,group_id,group_photo,icon,latitude,longitude,pid,place_id,title,type,updated
402,улица Моисеенко 22,6,,,1368455102,319,,,https://vk.com/images/places/place.png,59.937775,30.388365,5479383,5479383,Bercut,21,1419068460.0
403,улица Моисеенко,6,,,1382600112,330,,,https://vk.com/images/places/place.png,59.938037,30.387803,6755243,6755243,Моисеенко д. 24,21,1530939975.0
404,"Моисеенко ул. 22, Фабрика Бебеля",4,2.0,1.0,1532569394,343,40394408.0,https://vk.com/images/community_50.png?ava=1,https://vk.com/images/places/place.png,59.937734,30.387904,2767515,2767515,MUGGERS,21,1435302079.0
405,"Моисеенко ул., 22",1,,,1450256413,340,,,https://vk.com/images/places/place.png,59.937735,30.387969,13635220,13635220,"КГП ""Бебеля"" (ГС ""Акадо-Телеком"")",21,1450256422.0
406,"Unnamed Road, Unnamed Road",2,,,1505679965,370,,,https://vk.com/images/places/place.png,59.936114,30.393669,19097723,19097723,Budda Bar синопская набережная,21,1508553156.0
407,улица Моисеенко 22,3,,,1513990294,377,,,https://vk.com/images/places/place.png,59.937573,30.387388,19764372,19764372,моисеенко 22,21,1522952829.0
408,Синопская набережная,7,,,1441959334,430,,,https://vk.com/images/places/place.png,59.935867,30.396103,12853621,12853621,St. Petersburg Plaza,21,1518962662.0
409,"улица Хлопина, 3",0,,,1535889512,36,,,https://vk.com/images/places/place.png,59.93925,30.393614,21647739,21647739,"Ул. Красного Текстильщика, 13а",21,
410,"улица Красного Текстильщика, 13В",0,2.0,1.0,1536398310,39,85474844.0,https://pp.userapi.com/c630924/v630924323/222e9/-80K5QxPGTw.jpg?ava=1,https://vk.com/images/places/place.png,59.939168,30.392563,19593798,19593798,КВОТА НА РВП СПБ Казахстан,21,
411,улица Красного Текстильщика 9,0,,,1482953419,86,,,https://vk.com/images/places/place.png,59.9402,30.393224,16996770,16996770,Дом Ивангая,21,1482953423.0
412,улица красного текстильщика .,0,2.0,1.0,1532583125,90,130101974.0,https://pp.userapi.com/c636017/v636017531/34f09/vCZcGr4GLNo.jpg?ava=1,https://vk.com/images/places/place.png,59.940096,30.394,16778846,16778846,"ШУГАРИНГ, ДЕПИЛЯЦИЯ, БРОВИ СПБ ЦЕНТРАЛЬНЫЙ РАЙОН",21,
413,"Новгородская улица, дом 23, офис 253, БЦ «Базель»",0,2.0,1.0,1533285765,104,39014267.0,https://pp.userapi.com/c848636/v848636291/1f2f/CtceWavmt_0.jpg?ava=1,https://vk.com/images/places/place.png,59.940359,30.393294,9359842,9359842,Юридическая компания «Гермес-Инфо» | адвокаты,21,
414,"Красного Текстильщика ул., 9-11",0,2.0,1.0,1532563203,119,40222576.0,https://pp.userapi.com/04vqPVeIl5YQkhSmwApSEU2WDr8wzon-8fTjZA/m6vS9duP-2c.jpg?ava=1,https://vk.com/images/places/place.png,59.940398,30.393995,2716153,2716153,Red Заведение,21,
415,"улица Красного Текстильщика, 10-12С, красного текстильщика 10-12",0,2.0,1.0,1533289487,121,12144461.0,https://sun9-6.userapi.com/c830309/v830309152/13616d/VBHtZTTzF5k.jpg?ava=1,https://vk.com/images/places/place.png,59.939289,30.395218,19100648,19100648,Муслиновые пеленки Mother &amp; kid муслин,21,
416,"моисеенко 24 а, Фармацевтическая фабрика",0,2.0,1.0,1361996619,147,50331981.0,https://pp.userapi.com/c308527/v308527938/4fed/qZf_dYpXoLw.jpg?ava=1,https://vk.com/images/places/home.png,59.938536,30.391084,4798796,4798796,Антицеллюлитная линия косметики от производителя,1,
417,"Новгородская ул. дом 23 офис 112, ""Юридические адреса 365""",0,2.0,1.0,1532577508,150,151543040.0,https://pp.userapi.com/c841620/v841620498/10226/dxMDX66PYjs.jpg?ava=1,https://vk.com/images/places/place.png,59.940655,30.39191,18785150,18785150,Юридические адреса 365,21,
418,"Новгородская 23, Чернышевская, Восстания, пл. Александро-Невского",0,2.0,1.0,1532578842,154,129264436.0,https://pp.userapi.com/c637520/v637520997/10993/zkYsl-e9Zb4.jpg?ava=1,https://vk.com/images/places/place.png,59.940409,30.391099,16136894,16136894,"ЖК ""Александрия""",21,
419,,0,,,1491544809,155,,,https://vk.com/images/places/place.png,59.938199,30.391717,17874076,17874076,"колпинский р-н, г колпино, ул Севастьянова, д.24",21,1512884466.0
420,"Новгородская улица, 23",0,,,1476819843,158,,,https://vk.com/images/places/place.png,59.940831,30.392577,16378980,16378980,лагерь волна,21,
421,"ул. Красного Текстильщика, 9",0,,,1391683045,158,,,https://vk.com/images/places/place.png,59.940576,30.394743,7658838,7658838,Росриестр,21,1391683048.0
422,"Синопская наб., 32/35",0,2.0,1.0,1532710800,162,161766825.0,https://pp.userapi.com/c845420/v845420915/34774/2-5KPJjYr-8.jpg?ava=1,https://vk.com/images/places/place.png,59.940391,30.395249,20156276,20156276,МОЗГОВЗРЫВ,21,
423,улица Новгородская 21,0,,,1500987301,176,,,https://vk.com/images/places/place.png,59.940734,30.391256,18682035,18682035,Ресторан северной кух,21,
424,"Новгородская ул., д.23, БЦ ""Базель""",0,2.0,1.0,1532565596,177,29724071.0,https://pp.userapi.com/c625825/v625825985/3f5d2/87xdL2keZOI.jpg?ava=1,https://vk.com/images/places/place.png,59.940835,30.391533,8893138,8893138,| Перепланировка | Проектирование | Согласование,21,
425,Новгородская ул.,0,2.0,1.0,1532558636,177,18885043.0,https://pp.userapi.com/c837331/v837331565/28d66/75ttkPsFs_Q.jpg?ava=1,https://vk.com/images/places/place.png,59.940835,30.391533,4083603,4083603,Адвокатский кабинет Казакова Павла Игоревича,21,
426,"Новгородская ул. дом 23, офис 207, Инвестиционная компания АмПиР",0,2.0,1.0,1532560293,177,74114696.0,https://pp.userapi.com/c618416/v618416742/11637/6mFdSnjeKro.jpg?ava=1,https://vk.com/images/places/place.png,59.940835,30.391533,9008235,9008235,АмПиР Инвестиционная компания,21,
427,,0,,,1470551581,181,,,https://vk.com/images/places/place.png,59.940812,30.394798,15707516,15707516,Единый меди,21,1470551586.0
428,Шоурум An_store,0,,,1445088414,186,,,https://vk.com/images/places/place.png,59.941079,30.393689,13145629,13145629,Фонарный,21,
429,Синопская набережная,0,,,1375563126,202,,,https://vk.com/images/places/place.png,59.940134,30.396405,6118628,6118628,Синопская 78 к 2,21,
430,"Новгородская улица, 23. офис. 332-А, Умная Автошкола - главный офис",0,2.0,1.0,1536131040,203,128013322.0,https://pp.userapi.com/c846124/v846124508/a249e/wuGTgrKyZVw.jpg?ava=1,https://vk.com/images/places/place.png,59.940896,30.390857,15950991,15950991,УмнаяАвтошкола + УчиПДД = права с 1 раза!,21,
431,"улица Антонова-Овсеенко, 5 корпус 2",0,,,1469812352,228,,,https://vk.com/images/places/place.png,59.939021,30.397075,15631790,15631790,Saab Симская набережная,21,1469812357.0
432,"улица Моисеенко, 24А, ГаленоФарм®",0,2.0,1.0,1534418008,231,34490417.0,https://sun9-2.userapi.com/c831308/v831308521/c1e65/4b0t0tkTiZg.jpg?ava=1,https://vk.com/images/places/place.png,59.937792,30.390476,21479026,21479026,ГаленоФарм,21,
433,"Моисеенко ул.43, ""Ext - Int""",0,2.0,1.0,1532580157,235,100815665.0,https://pp.userapi.com/c637330/v637330103/603a6/G93VeokaL90.jpg?ava=1,https://vk.com/images/places/place.png,59.937332,30.393599,12809820,12809820,"Архитектурное ателье ""Ext - Int""",21,
434,ул. Моисеенко д. 43,0,2.0,1.0,1532570173,245,23803336.0,https://pp.userapi.com/c10760/g23803336/e_76d61584.jpg?ava=1,https://vk.com/images/places/place.png,59.937238,30.393554,3477106,3477106,Срочное изготовление печатей по оттиску,21,
435,"улица Моисеенко, 39A, СТУДИЯ БЛЕСКА !!!",0,2.0,1.0,1532566479,253,95280613.0,https://pp.userapi.com/c639520/v639520465/1df05/AcqwFKOpDuo.jpg?ava=1,https://vk.com/images/places/place.png,59.937223,30.391923,17739603,17739603,СТУДИЯ БЛЕСКА **ПОЛИРОВКА**ДЕТЕЙЛИНГ**,21,1494842754.0
436,"Большая гражданская улица, 5",0,,,1490468627,255,,,https://vk.com/images/places/place.png,59.937691,30.396055,17766494,17766494,режная 74,21,1490468631.0
437,Синопская набережная,0,,,1447539325,266,,,https://vk.com/images/places/place.png,59.938638,30.397574,13374998,13374998,Девушка Влада,21,1447539328.0
438,"ЦЕНТР ПОМОЩИ МИГРАНТАМ В САНКТ-ПЕТЕРБУРГЕ, ЦЕНТР ПОМОЩИ МИГРАНТАМ В САНКТ-ПЕТЕРБУРГЕ И ЛЕНИГРАДСКОЙ ОБЛАСТИ",0,2.0,1.0,1532578803,267,153092460.0,https://pp.userapi.com/c840524/v840524838/8368/FexQrFHtwDA.jpg?ava=1,https://vk.com/images/places/place.png,59.938703,30.38847,19020918,19020918,ЦЕНТР ПОМОЩИ МИГРАНТАМ В САНКТ-ПЕТЕРБУРГЕ,21,
439,улица Моисеенко,0,,,1467538689,286,,,https://vk.com/images/places/place.png,59.937779,30.389099,15391147,15391147,Beautylab by JR SPb,21,1467538698.0
440,"улица Моисеенко, 22Б, офис 12, Taxi Racer",0,2.0,1.0,1532579587,290,147895123.0,https://pp.userapi.com/c841632/v841632160/c13e/zUAMPIbAQz0.jpg?ava=1,https://vk.com/images/places/place.png,59.937968,30.38873,18546492,18546492,Taxi Racer. Подключение к службам такси,21,
441,"JDM Garage SPB ドリフト ガレージ, JDM Garage SPB 報ガレージ",0,2.0,1.0,1532558698,296,19112049.0,https://pp.userapi.com/c824503/v824503343/ad629/du6ejfHoqQI.jpg?ava=1,https://vk.com/images/places/place.png,59.936769,30.39262,12116262,12116262,JDM Garage SPB ドリフト ガレージ,21,
442,Синопская набережная,0,,,1482492563,298,,,https://vk.com/images/places/place.png,59.93695,30.395116,16956160,16956160,синопская набеоежная,21,1482492567.0
443,Мото Ремонт,0,2.0,1.0,1532563080,314,68829066.0,https://vk.com/images/community_50.png?ava=1,https://vk.com/images/places/place.png,59.936728,30.391363,8129318,8129318,Мото Ремонт,21,
444,Sinopskaya naberezhnaya,0,,,1461350255,318,,,https://vk.com/images/places/place.png,59.936769,30.395197,14776370,14776370,Sankts,21,1461350351.0
445,"улица Моисеенко, 39АГ, Центральный-1",0,2.0,1.0,1534794203,326,117220101.0,https://pp.userapi.com/c841028/v841028381/4fe83/PxelHj4wNnQ.jpg?ava=1,https://vk.com/images/places/place.png,59.936535,30.392086,19747668,19747668,"Детско-юношеская футбольная школа ""Дельта""",21,1526130719.0
446,"Flow Agency, Flow Agency - маркетинговое агентство",0,2.0,1.0,1533722885,343,161910208.0,https://pp.userapi.com/c846124/v846124296/8bb2c/zR7VdTzAapE.jpg?ava=1,https://vk.com/images/places/place.png,59.937734,30.387904,20252203,20252203,Flow Agency,21,
447,"Моисеенко д.22 тел. 8904-553-31-01, ООО""Альпас""",0,2.0,1.0,1532562515,343,90891799.0,https://pp.userapi.com/c623920/v623920444/292d7/LuZkiPrygbA.jpg?ava=1,https://vk.com/images/places/place.png,59.937734,30.387904,11422788,11422788,Трудовой патент в СПб,21,1494823913.0
448,"""Планета Танца"", Танцевальная студия ""Планета Танца""",1,2.0,1.0,1532578494,4299,100166466.0,https://pp.userapi.com/c629411/v629411412/30920/agfg7XyCzcY.jpg?ava=1,https://vk.com/images/places/place.png,59.939095,30.315868,12625845,12625845,"""Планета Танца""",21,1515598007.0
449,"Платья. EA. EsenyA fashion. В офис. На свидание, Недалеко от м пр.Большевиков",0,2.0,1.0,1532559546,4299,67079851.0,https://pp.userapi.com/GLuaxDtXnbV0FpTNplp2E1mFk2VoFxKy6WQGhw/C7bg21BuS7w.jpg?ava=1,https://vk.com/images/places/place.png,59.939095,30.315868,8564212,8564212,Платья. EA. EsenyA fashion. В офис. На свидание,21,
450,Фонарный 3,1,,,1445088482,42,,,https://vk.com/images/places/place.png,59.941054,30.393633,13145637,13145637,An_store шоурум,21,1446230252.0
451,"ул. Красного Текстильщика, 10–12",343,2.0,1.0,1533197320,112,12047395.0,https://sun9-4.userapi.com/c831209/v831209410/ebcf9/dIa0ZABU4Nw.jpg?ava=1,https://vk.com/images/places/place.png,59.941388,30.395068,3160205,3160205,ЕДИНЫЙ ЦЕНТР ДОКУМЕНТОВ,21,1536643860.0
452,"улица Грибакиных, 30",1,,,1519282755,76,,,https://vk.com/images/places/place.png,59.941659,30.39423,20173316,20173316,Текстильщиков 4,21,1519282758.0
453,Новгородская 27,24,2.0,1.0,1280742123,113,,,https://vk.com/images/places/restaraunt.png,59.942277,30.392476,6265,6265,Охотничий клуб,3,1535387573.0
454,наб. Синопская 78,768,,,1367962687,149,,,https://vk.com/images/places/restaraunt.png,59.941471,30.395721,5423908,5423908,Buddha-bar,3,1533925491.0
455,"ул. Красного Текстильщика, д.10/12, литера В, Невская Рукодельница",29,2.0,1.0,1532568898,135,54881991.0,https://pp.userapi.com/c638531/v638531818/375e1/Zis35x5_bcw.jpg?ava=1,https://vk.com/images/places/place.png,59.940316,30.394498,6350846,6350846,Невская Рукодельница (ПНК ИМ. КИРОВА),21,1528287586.0
456,улица Красного Текстильщика 12,15,,,1414652322,119,,,https://vk.com/images/places/place.png,59.941446,30.395174,9993717,9993717,УФМС РОССИИ ПО СПБ И ЛО,21,1534579867.0
457,,4,,,1496398519,106,,,https://vk.com/images/places/place.png,59.941585,30.394875,18293119,18293119,Улица Красного текстильщика,21,1520405547.0
458,Красного Текстильщика ул. дом 10,3,2.0,1.0,1532560747,105,35711303.0,https://pp.userapi.com/xHWKebgb9fXSld1evXOApkEoSRyxg8VPggBHzA/clK5kTlG1xI.jpg?ava=1,https://vk.com/images/places/place.png,59.94156,30.394875,6584092,6584092,Регистрация фирм ООО ИП Online,21,1477998403.0
459,Красного Текстильщика ул. дом 10,2,2.0,1.0,1532560917,105,35733507.0,https://pp.userapi.com/c5181/g35733507/e_6b384965.jpg?ava=1,https://vk.com/images/places/place.png,59.94156,30.394875,6581331,6581331,Ликвидация фирм ООО ИП,21,1498715201.0
460,улица Новгородская,23,,,1385826126,134,,,https://vk.com/images/places/place.png,59.942474,30.392486,7073365,7073365,"Новгородская, 23",21,1535088256.0
461,"Единый Центр Документов, Красного Текстильщика ул. 10",1,2.0,1.0,1532572715,105,49564722.0,https://vk.com/images/deactivated_50.png?ava=1,https://vk.com/images/places/place.png,59.94156,30.394875,4672938,4672938,Оформление Загранпаспорта и Визы.,21,1457179109.0
462,улица Новгородская,22,,,1421503377,136,,,https://vk.com/images/places/place.png,59.940896,30.390732,10722041,10722041,Бизнес центр Базель,21,1535136871.0
463,улица Красного Текстильщика 2к2,6,,,1474816475,119,,,https://vk.com/images/places/place.png,59.941913,30.394819,16169408,16169408,Glossphoto,21,1507230400.0
464,улица Новгородская 26,3,,,1424103690,119,,,https://vk.com/images/places/place.png,59.941634,30.391007,11018746,11018746,Soleans travel,21,1506410047.0
465,улица Красного Текстильщика 12,33,,,1420214980,167,,,https://vk.com/images/places/place.png,59.940727,30.395838,10577630,10577630,Синопская набережная 78,21,1534606115.0
466,улица Красного Текстильщика 12,31,,,1415775446,165,,,https://vk.com/images/places/place.png,59.940817,30.39587,10119904,10119904,ул. Красного Текстильщика,21,1534578260.0
467,улица Новгородская 23,7,,,1500988176,127,,,https://vk.com/images/places/place.png,59.940609,30.391226,18682145,18682145,Ресторан северной кухни MÖ,21,1524989572.0
468,улица Новгородская,3,,,1471194275,123,,,https://vk.com/images/places/place.png,59.941443,30.39085,15777641,15777641,Teak house,21,1505721866.0
469,улица Красного Текстильщика 2,44,,,1370270982,200,,,https://vk.com/images/places/place.png,59.942494,30.395759,5666213,5666213,ОАО Сбербанк России,21,1527862560.0
470,улица Новгородская,3,,,1471272335,135,,,https://vk.com/images/places/place.png,59.941049,30.390679,15786793,15786793,Базель,21,1507560149.0
471,Новгородская 26,1,,,1473347906,140,,,https://vk.com/images/places/place.png,59.942283,30.391477,16016697,16016697,Новгородская 26,21,1523185190.0
472,"СПб, Новгородская улица дом.23, БЦ ""Базель"", 3 этаж, офис 344, Школа танцев ""Экспромт""",3,2.0,1.0,1532558067,148,202876.0,https://pp.userapi.com/c824603/v824603560/182308/R7TIW5WPfGM.jpg?ava=1,https://vk.com/images/places/place.png,59.94079,30.39059,2829399,2829399,"Школа танцев ""Экспромт"", танцевальная студия!",21,1519569099.0
473,"СПб, Новгородская ул., 23, БЦ ""Базель"", центральный вход, 3 этаж., Школа танцев ""Экспромт""",1,2.0,1.0,1532558736,148,10566094.0,https://pp.userapi.com/c636516/v636516149/1cc99/N1MfzLNDDMY.jpg?ava=1,https://vk.com/images/places/place.png,59.94079,30.39059,2177897,2177897,"Свадебный танец жениха и невесты, постановка",21,1374245454.0
474,"СПб, Новгородская ул., дом 23, БЦ ""Базель"", 3 этаж, офис 344, Школа танцев ""Экспромт""",1,2.0,1.0,1532558508,148,10554095.0,https://pp.userapi.com/c845220/v845220337/f854c/HrptI2miCVw.jpg?ava=1,https://vk.com/images/places/place.png,59.94079,30.39059,15771151,15771151,"Танцы для детей школа! Детские танцы, кружки!",21,1481576131.0
475,"СПб, Новгородская улица дом.23, БЦ ""Базель"", 3 этаж, офис 344, Школа танцев ""Экспромт""",1,2.0,1.0,1532558709,148,10855713.0,https://pp.userapi.com/c850528/v850528083/913e/rk2drKPVDE4.jpg?ava=1,https://vk.com/images/places/place.png,59.94079,30.39059,15771146,15771146,"ШКОЛА ТАНЦА ЖИВОТА. Восточный танец, студия.",21,1509146198.0
476,"Тульская ул., 11",1,,,1443011470,148,,,https://vk.com/images/places/place.png,59.942635,30.39324,12953857,12953857,левша С-Пб,21,1474629602.0
477,"новгородская 23, чернышевская",1,2.0,1.0,1532558652,148,13035133.0,https://pp.userapi.com/c840539/v840539993/21b94/bgOMwMbQUIQ.jpg?ava=1,https://vk.com/images/places/place.png,59.94079,30.39059,6210244,6210244,PILIM nail studio,21,1524515236.0
478,улица Костромская 4,78,,,1375534552,223,,,https://vk.com/images/places/place.png,59.942582,30.389973,6115678,6115678,Роддом N13,21,1533901529.0
479,улица Красного Текстильщика 10,5,,,1440677374,155,,,https://vk.com/images/places/place.png,59.940007,30.394114,12718776,12718776,Red заведение,21,1535357589.0
480,улица Тульская 13,3,,,1495381500,154,,,https://vk.com/images/places/place.png,59.942675,30.393464,18208460,18208460,"Ленинградская область, Всеволожский район, СНТ ""Заозерное""",21,1526034811.0
481,"Новгородская улица, 23",2,,,1504515418,160,,,https://vk.com/images/places/place.png,59.940857,30.390306,18998352,18998352,супермаркет Лента,21,1537130212.0
482,"Красного текстильщика, 17",12,,,1392468813,177,,,https://vk.com/images/places/place.png,59.940082,30.39511,7742142,7742142,Прядильно-ниточный комбинат имени С.М.Кирова,21,1516973521.0
483,улица Красного Текстильщика 2,2,,,1390290551,161,,,https://vk.com/images/places/place.png,59.942296,30.395176,7499850,7499850,ФРС любимый,21,1411727077.0
484,Красного Текстильщика 10,10,2.0,1.0,1280742078,174,,,https://vk.com/images/places/restaraunt.png,59.939956,30.394677,5063,5063,Buffet Soft,3,1439474482.0
485,улица Тульская,11,,,1500746786,176,,,https://vk.com/images/places/place.png,59.942872,30.393521,18660205,18660205,"Стрельна, Дворец Петра I",21,1534499575.0
486,улица Тульская,7,,,1504947070,175,,,https://vk.com/images/places/place.png,59.942508,30.395073,19033776,19033776,"Красного текстильщика, д.2",21,1522477376.0
487,,1,,,1504089387,166,,,https://vk.com/images/places/place.png,59.940936,30.390161,18960637,18960637,"Тверская ул., 10 Студия Дыхание Тела",21,1504089395.0
488,Улица Красного Текстильщика 10-12,1,,,1502983808,167,,,https://vk.com/images/places/place.png,59.939979,30.394509,18860650,18860650,МЦ НИИ онкологии им.Н.Н.Петрова,21,1518926480.0
489,Улица Красного Текстильщика 10-12,1,,,1495541765,167,,,https://vk.com/images/places/place.png,59.939979,30.394509,18221823,18221823,Визовый центр,21,1495541768.0
490,улица Красного Текстильщика 12,9,,,1428391707,200,,,https://vk.com/images/places/place.png,59.94056,30.396343,11501032,11501032,Налоговая инспекция ИФНС №15,21,1513773450.0
491,улица Красного Текстильщика 12,17,,,1447451448,222,,,https://vk.com/images/places/place.png,59.940941,30.396993,13367633,13367633,Будда бар 3 года! Ваау!!!,21,1511029331.0
492,Смольная набережная,24,,,1456695644,240,,,https://vk.com/images/places/place.png,59.94094,30.397315,14291119,14291119,Bydda bar,21,1527369248.0
493,,1,,,1493628911,200,,,https://vk.com/images/places/place.png,59.940716,30.396458,18050691,18050691,синопская наберкжная 78,21,1499496451.0
494,улица Красного Текстильщика 15,25,,,1377933926,259,,,https://vk.com/images/places/place.png,59.938968,30.392753,6326275,6326275,Единый миграционный центр,21,1518594552.0
495,улица Красного Текстильщика 12,6,,,1439032450,223,,,https://vk.com/images/places/place.png,59.940204,30.396412,12549014,12549014,Единый медицинский центр,21,1510147195.0
496,Tul'skaya ulitsa 9,12,,,1493677424,241,,,https://vk.com/images/places/place.png,59.94314,30.39074,18056573,18056573,"Санкт-петербург, Тульская",21,1537304866.0
497,"Костромская ул., 4",7,,,1431282566,234,,,https://vk.com/images/places/place.png,59.94224,30.389291,11797868,11797868,костромская улица 4,21,1520673262.0
498,улица Костромская 5–7,16,,,1424284391,255,,,https://vk.com/images/places/place.png,59.942926,30.389818,11040933,11040933,Роддом 13,21,1535176675.0
499,,25,,,1469252357,306,,,https://vk.com/images/places/place.png,59.940958,30.387586,15570956,15570956,Санкт-Петербург🙈♥️,21,1534181201.0
500,Кваренги переулок 2,6,,,1399349256,266,,,https://vk.com/images/places/place.png,59.94102,30.397807,8459992,8459992,Красных текстильщиков,21,1536152235.0
501,"Костромская ул., 7",6,,,1388518939,267,,,https://vk.com/images/places/place.png,59.942937,30.389541,7321927,7321927,тульская 3,21,1517509107.0
502,Синопская набережная,6,,,1411724397,280,,,https://vk.com/images/places/place.png,59.939482,30.396536,9682614,9682614,Межрайонная инспекция Федеральной налоговой службы № 15 по Санкт-Петербургу,21,1483097748.0
503,,1,,,1435773846,272,,,https://vk.com/images/places/place.png,59.939509,30.3964,12234106,12234106,МИФНС 15,21,1467029710.0
504,Новгородская 23,1,,,1454755845,272,,,https://vk.com/images/places/place.png,59.939687,30.396726,14083849,14083849,My baby studio,21,1502428729.0
505,"улица Моисеенко, 24А",4,2.0,1.0,1532559219,293,38225391.0,https://pp.userapi.com/c604722/v604722850/30539/AZN_UdB-7sQ.jpg?ava=1,https://vk.com/images/places/place.png,59.938998,30.390463,11293987,11293987,"Вилли машина. Мототренажер, СПб",21,1509274368.0
506,,2,,,1497941029,291,,,https://vk.com/images/places/place.png,59.938711,30.393886,18423438,18423438,"Sea Life,Hannover",21,1523724548.0
507,улица Красного Текстильщика 15,9,,,1403078235,328,,,https://vk.com/images/places/place.png,59.938346,30.393331,8819056,8819056,Уфмс,21,1478602709.0
508,думская,5,,,1484989232,327,,,https://vk.com/images/places/place.png,59.938424,30.394331,17199412,17199412,club lomonosov,21,1510519555.0
509,улица Новгородская 17,3,,,1448121421,329,,,https://vk.com/images/places/place.png,59.939139,30.389015,13430402,13430402,"Санкт-Петербург, ул.Гаврская,6",21,1487418513.0
510,"ул. Моисеенко, 28А",2,,,1407928370,356,,,https://vk.com/images/places/place.png,59.938116,30.392313,9280920,9280920,рс,21,1433328932.0
511,улица Красного Текстильщика 17,13,,,1419839989,392,,,https://vk.com/images/places/place.png,59.937791,30.393826,10546872,10546872,Красного текстильщика,21,1527082183.0
512,улица Красного Текстильщика 17,6,,,1369238840,374,,,https://vk.com/images/places/place.png,59.937964,30.393916,5561758,5561758,штраф стоянка мать его,21,1442255637.0
513,улица Кирочная,4,,,1399438537,382,,,https://vk.com/images/places/place.png,59.93986,30.386821,8469394,8469394,Генезис центр репродукции,21,1533193209.0
514,ул. Красного Текстильщика д. 7,0,2.0,1.0,1532565061,32,65417821.0,https://pp.userapi.com/c630717/v630717563/2084f/c41PL7abZaQ.jpg?ava=1,https://vk.com/images/places/place.png,59.941416,30.39359,7925918,7925918,КЕЙТЕРИНГ СПБ | КУЛИНАРНЫЕ КУРСЫ,21,1458668805.0
515,Шоурум An_store,0,,,1445088414,42,,,https://vk.com/images/places/place.png,59.941079,30.393689,13145629,13145629,Фонарный,21,
516,"Новгородская улица, 23",0,,,1476819843,58,,,https://vk.com/images/places/place.png,59.940831,30.392577,16378980,16378980,лагерь волна,21,
517,"Новгородская ул., дом 25, Cocktail of Beauty",0,2.0,1.0,1532567050,94,36468085.0,https://sun9-4.userapi.com/c830709/v830709903/1537be/XscNFiAQYVE.jpg?ava=1,https://vk.com/images/places/place.png,59.94179,30.391668,16630142,16630142,Юлия Лаврентьева•Маникюр•Наращивание ресниц,21,
518,"Новгородская улица, 25",0,2.0,1.0,1532572764,94,38195770.0,https://pp.userapi.com/c840720/v840720438/856f4/JJx1_xpyf9s.jpg?ava=1,https://vk.com/images/places/place.png,59.94179,30.391668,2221573,2221573,"Натяжные потолки в СПБ ""Норд Силинг"" т.389-59-89",21,
519,"Новгородская ул. дом 23 офис 112, ""Юридические адреса 365""",0,2.0,1.0,1532577508,95,151543040.0,https://pp.userapi.com/c841620/v841620498/10226/dxMDX66PYjs.jpg?ava=1,https://vk.com/images/places/place.png,59.940655,30.39191,18785150,18785150,Юридические адреса 365,21,
520,"Новгородская ул., д.23, БЦ ""Базель""",0,2.0,1.0,1532565596,99,29724071.0,https://pp.userapi.com/c625825/v625825985/3f5d2/87xdL2keZOI.jpg?ava=1,https://vk.com/images/places/place.png,59.940835,30.391533,8893138,8893138,| Перепланировка | Проектирование | Согласование,21,
521,"Новгородская ул. дом 23, офис 207, Инвестиционная компания АмПиР",0,2.0,1.0,1532560293,99,74114696.0,https://pp.userapi.com/c618416/v618416742/11637/6mFdSnjeKro.jpg?ava=1,https://vk.com/images/places/place.png,59.940835,30.391533,9008235,9008235,АмПиР Инвестиционная компания,21,
522,Новгородская ул.,0,2.0,1.0,1532558636,99,18885043.0,https://pp.userapi.com/c837331/v837331565/28d66/75ttkPsFs_Q.jpg?ava=1,https://vk.com/images/places/place.png,59.940835,30.391533,4083603,4083603,Адвокатский кабинет Казакова Павла Игоревича,21,
523,"ул красных текстильщиков д10 -12, Закажем ,получим,доставим.",0,2.0,1.0,1362902746,105,50796235.0,https://pp.userapi.com/E2mcDlPYtEJeiK5k9slnzBQRO9gnDHkT6wJu0Q/S_5xD_S7zRY.jpg?ava=1,https://vk.com/images/places/work.png,59.94156,30.394875,4871076,4871076,#ЕГРП онлайн срочно.Кто хозяин недвижимости.,2,
524,Красного Текстильщика 10,0,2.0,1.0,1532568770,105,57879650.0,https://pp.userapi.com/c302202/v302202254/3a24/xYpFGusuUOA.jpg?ava=1,https://vk.com/images/places/place.png,59.94156,30.394875,6341858,6341858,iservice_spb,21,
525,"Новгородская улица, дом 23, офис 253, БЦ «Базель»",0,2.0,1.0,1533285765,105,39014267.0,https://pp.userapi.com/c848636/v848636291/1f2f/CtceWavmt_0.jpg?ava=1,https://vk.com/images/places/place.png,59.940359,30.393294,9359842,9359842,Юридическая компания «Гермес-Инфо» | адвокаты,21,
526,"Новгородская 27, Ресторан Охотничий клуб",0,2.0,1.0,1532563213,107,39281664.0,https://pp.userapi.com/c11336/g39281664/e_929fc9aa.jpg?ava=1,https://vk.com/images/places/place.png,59.9422,30.392342,2486358,2486358,ЯХТА ПАТИ!Ищем красивых и веселых девушек!!,21,
527,,0,,,1470551581,111,,,https://vk.com/images/places/place.png,59.940812,30.394798,15707516,15707516,Единый меди,21,1470551586.0
528,"Новгородская ул., Библиотека им.А.И. Герцена",0,2.0,1.0,1532561752,112,24190174.0,https://pp.userapi.com/c840729/v840729751/2fd99/6Qdm3tHs_HI.jpg?ava=1,https://vk.com/images/places/place.png,59.942259,30.392384,2126333,2126333,Клуб любителей фантастики и фэнтези «ЛюФФ»,21,
