address;longitude;latitude;addr_street;addr_number;addr_building;addr_letter;addr_district;comm_type;comm_num;comm_room_num;data_series;data_buildingdate;data_reconstructiondate;data_buildingarea;data_livingarea;data_nonolivingarea;data_stairs;data_storeys;data_residents;data_mansardarea;eng_heatingcentral;eng_heatingauto;eng_heatingfire;eng_hotwater;eng_hotwatergas;eng_hotwaterwood;eng_electro;eng_gascentral;eng_gasnoncentral;eng_refusechute;flat_type;flat_num;flat_room_num;internal_num;lift_exploitfromdate;lift_reconstructiondate;lift_repairdate;outclean_all;param_crdate;param_ukname;param_failure;repair_year;repair_job;rfc_shaftcount;roof_metalarea;seng_liftcount;seng_pzu;special_basementarea;number
г. Кронштадт Гражданская ул. 20-22;29.760997;59.998738;Гражданская ул.;20-22;;А;Кронштадский;2 комн., 3 комн., 4 комн.;2, 1, 2;4, 3, 8;Индивидуальный;1900;1962;1877.90002441;1708.69995117;0.0;2;3;110;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн.;10, 11, 1;20, 33, 4;;;;;883;16.03.2010;"ООО""ЖКС Кронштадтского района""";0.0;"2006; 2007; 2008; 2008; 2008; 2008; 2008; 2008";"Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;1036;;2;;17
г. Кронштадт Советская ул. 21б;29.7812;59.993334;Советская ул.;21б;;Б;Кронштадский;;;;Индивидуальный;1900;1982;1014.09997559;700.200012207;226.199996948;1;4;37;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 3 комн.;3, 9;3, 27;2;;;;1875;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2011; 2011";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;201.600006104;;1;;32
г. Кронштадт Якорная пл. Б;29.7806181365807;59.99102058591227;Якорная пл.;Б;;Б;Кронштадский;;;;Индивидуальный;1936;1989;3041.5;3041.5;;7;5;;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн.;45, 9, 1;90, 27, 4;;;;;1257;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2007; 2011";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт фасадов без утепления";;1379;;5;210;55
г. Кронштадт Петровская ул. 16/2;29.770404029347727;59.987881967907164;Петровская ул.;16/2;;А;Кронштадский;2 комн., 3 комн.;0, 0;0, 0;Индивидуальный;1830;1977;3872.60009766;2753.60009766;555.400024414;4;3;89;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;10, 21, 9;10, 42, 27;6;;;;766;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2007; 2007; 2008; 2008; 2008; 2008";"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;2128;;4;;138
г. Кронштадт Якорная пл. А;29.779111160621355;59.99126231793996;Якорная пл.;А;;А;Кронштадский;2 комн.;3;6;Индивидуальный;1936;1989;3489.80004883;3051.80004883;;7;5;153;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;1, 43, 8, 1;1, 86, 24, 4;;;;;1248;19.10.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2011";"Благоустройство придомовой территории; Ремонт фасадов без утепления";;1279.59997559;;4;;143
г. Кронштадт Советская ул. 31;29.779367;59.993289;Советская ул.;31;;А1;Кронштадский;3 комн., 4 комн.;0, 0;0, 0;Индивидуальный;1917;1958;1403.19995117;1139.19995117;194;1;5;100;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн., 5 комн.;0, 8, 4, 0;0, 24, 16, 0;1;;;;550;16.03.2010;"ООО""ЖКС Кронштадтского района""";0.0;;;;258;;;;304
г. Кронштадт Советская ул. 19;29.781694;59.992884;Советская ул.;19;;Б;Кронштадский;;;;Индивидуальный;1900;1971;1046.5;727.700012207;265.799987793;1;4;135;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн.;3, 7;3, 14;1;;;;385;14.12.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2011; 2011";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;283.799987793;;1;;315
г. Кронштадт Мануильского ул. 2а;29.791845;59.990215;Мануильского ул.;2а;;А;Кронштадский;3 комн.;1;3;Индивидуальный;1839;1970;435.790008545;381.390014648;;2;2;29;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн.;5;10;;;;;702;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2011; 2012";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;360;;2;;453
г. Кронштадт Карла Либкнехта ул. 15б;29.782341;59.993415;Карла Либкнехта ул.;15б;;А;Кронштадский;;;;Индивидуальный;1932;;3252.60009766;2658.30004883;;3;5;149;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;9, 12, 22, 1;9, 24, 66, 4;;1990 г.;;;1675;16.03.2010;"ООО""ЖКС Кронштадтского района""";0.0;2012;Ремонт конструкций и замена покрытий крыш;;1010.20001221;3;3;791.299987793;667
г. Кронштадт Петровская ул. 17;29.772118;59.988478;Петровская ул.;17;;А;Кронштадский;2 комн., 3 комн.;0, 1;0, 3;Индивидуальный;1900;1974;2562.0300293;1733.69995117;472.399993896;5;4;84;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;1, 13, 7, 1;1, 26, 21, 4;;;;;;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;2014;Ремонт конструкций и замена покрытий крыш;;501.579986572;;5;363.989990234;808
г. Кронштадт Советская ул. 27;29.779772;59.993248;Советская ул.;27;;А;Кронштадский;2 комн.;1;2;Индивидуальный;1900;1983;1048.04003906;881.599975586;;1;4;40;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;11, 4;22, 12;;;;;246;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2011; 2011; 2013";"Благоустройство придомовой территории; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;439;;1;351.269989014;816
г. Кронштадт Аммермана ул. 25;29.785691;59.987933;Аммермана ул.;25;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;1, 0, 0, 0, 0, 0;2, 0, 0, 0, 0, 0;Индивидуальный;1900;1971;768.41998291;659.700012207;;1;2;30;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;1, 4, 4, 0, 0, 0, 0;1, 8, 12, 0, 0, 0, 0;;;;;2357;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2007; 2007; 2011";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт фасадов без утепления";;631;;1;;831
г. Кронштадт Комсомола ул. 17;29.784083;59.987398;Комсомола ул.;17;;А;Кронштадский;;;;Индивидуальный;1904;1972;531.5;460.200012207;;1;2;17;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;4, 4;8, 12;;;;;370;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2007; 2007";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;461;;1;;839
г. Кронштадт Карла Либкнехта ул. 24;29.783221;59.992848;Карла Либкнехта ул.;24;;А;Кронштадский;2 комн., 3 комн.;2, 2;4, 6;Индивидуальный;1959;;2567.47998047;2295.5;;3;5;125;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;2, 31, 3;2, 62, 9;;;;;479;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2006; 2010; 2013; 2013; 2013; 2013; 2013";"Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;866;;3;623;855
г. Кронштадт Мануильского ул. 7;29.790965;59.991223;Мануильского ул.;7;;Б;Кронштадский;2 комн.;1;2;Индивидуальный;1969;;1792.13000488;1597.93005371;;2;5;110;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;20, 9, 10;20, 18, 30;;;;;4637;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;2007;Ремонт конструкций и замена покрытий крыш;;;;2;416.899993896;1067
г. Кронштадт Аммермана ул. 31;29.784658;59.986758;Аммермана ул.;31;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 3, 0, 1, 0, 0;0, 9, 0, 5, 0, 0;Индививдуальный;1917;1972;1607.69995117;1430.69995117;;2;3;106;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 5, 8, 0, 2, 0, 0;0, 10, 24, 0, 10, 0, 0;;;;;983;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2007; 2007; 2010; 2010; 2010; 2010; 2010";"Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;1413;;4;;1181
г. Кронштадт Сургина ул. 10;29.758984;59.992348;Сургина ул.;10;;А;Кронштадский;2 комн., 3 комн., 4 комн.;0, 2, 0;0, 6, 0;Индивидуальный;1900;1968;1247.39001465;1147.5;;1;3;58;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн.;2, 10, 1;4, 30, 4;;;;;208;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2007; 2007; 2008; 2008; 2011; 2012; 2012; 2012; 2012; 2012";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт подвальных помещений";;708;;1;563.66998291;1221
г. Кронштадт Восстания ул. 34;29.783248;59.994814;Восстания ул.;34;;А;Кронштадский;;;;Индивидуальный;1959;;304.790008545;277.790008545;;1;2;12;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн.;4, 4;4, 8;;;;;459;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2006; 2010; 2012";"Благоустройство придомовой территории; Ремонт или замена системы отопления; Ремонт конструкций и замена покрытий крыш";;249;;;;1604
г. Кронштадт Петровская ул. 8к3;29.776636;59.986745;Петровская ул.;8;3;А;Кронштадский;2 комн.;2;4;Индивидуальный;1900;1974;1706.57995605;1406.59997559;;2;3;65;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;9, 11, 2;9, 22, 6;;;;;1437;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;2010;Ремонт конструкций и замена покрытий крыш;;1134;;2;;1675
г. Кронштадт Кронштадтская ул. 1/66;29.77325;59.998333;Кронштадтская ул.;1/66;;А;Кронштадский;2 комн.;1;2;Индивидуальный;1900;1979;864.010009766;782.989990234;;1;3;42;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;4, 6, 3;4, 12, 9;;;;;35;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2006; 2014";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;494;;1;277;1798
г. Кронштадт Зосимова ул. 28-30;29.758733;59.996286;Зосимова ул.;28-30;;А;Кронштадский;3 комн., 4 комн.;3, 3;9, 12;Индивидуальный;1917;1966;1541.13000488;1131.59997559;266.200012207;3;3;69;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;2, 6;4, 18;3;;;;2411;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2011; 2011; 2012; 2012; 2012; 2012; 2012";"Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;844;;3;;1819
г. Кронштадт Посадская ул. 49;29.757664;59.991763;Посадская ул.;49;;Б;Кронштадский;3 комн., 4 комн.;1, 0;3, 0;Индивидуальный;1900;1977;2635.37011719;1757.59997559;478.799987793;4;4;95;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;4, 6, 10, 2;4, 12, 30, 8;1;;;;2375;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;2008;Ремонт конструкций и замена покрытий крыш;;1184;;4;312;1836
г. Кронштадт Восстания ул. 58;29.774588;59.997671;Восстания ул.;58;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 0, 0, 0, 0, 0;0, 0, 0, 0, 0, 0;Индивидуальный;1972;;4463.79980469;4062;;5;5;215;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;38, 24, 33, 0, 0, 0, 0;38, 48, 99, 0, 0, 0, 0;;;;;1636;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2006; 2008; 2008; 2012; 2012; 2012; 2012; 2012";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт или замена системы водоотведения; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;;;5;1530.5;1848
г. Кронштадт Посадская ул. 16;29.763755;59.998121;Посадская ул.;16;;А;Кронштадский;2 комн., 3 комн., 4 комн.;0, 1, 5;0, 3, 20;Индивидуальный;1900;1968;1903.32995605;1339.5;410.899993896;2;4;93;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн.;3, 1, 5;6, 3, 20;;;;;906;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;2011;Ремонт конструкций и замена покрытий крыш;;801;;4;;1867
г. Кронштадт Карла Либкнехта ул. 27;29.779421;59.994342;Карла Либкнехта ул.;27;;А;Кронштадский;3 комн., 5 комн.;2, 1;6, 5;Индивидуальный;1955;;1830.59997559;1503.80004883;;2;4;66;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;14, 6;28, 18;;;;;466;16.03.2010;"ООО""ЖКС Кронштадтского района""";0.0;"1999; 2011";"Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Ремонт конструкций и замена покрытий крыш";;680.900024414;;2;533.400024414;1869
г. Кронштадт Петровская ул. 10к3;29.77501;59.987078;Петровская ул.;10;3;А;Кронштадский;;;;Индивидуальный;1878;1977;1814.59997559;980.599975586;654.599975586;1;3;46;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;12, 2;24, 6;;;;;2098;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2012; 2012; 2012; 2012; 2012; 2012";"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;1049.75;;1;;1913
г. Кронштадт Советская ул. 25;29.780553;59.993136;Советская ул.;25;;А;Кронштадский;2 комн.;1;2;Индивидуальный;1969;;2261.10009766;2080.80004883;;3;5;116;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн.;44;88;;;;;1137;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2011; 2012; 2012; 2012; 2012";"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;;;1;594;1919
г. Кронштадт Посадская ул. 7;29.76397;59.999872;Посадская ул.;7;;А;Кронштадский;;;;Индивидуальный;1977;;3444.36010742;2884.90991211;;3;5;145;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн.;25, 39;25, 78;;;;;3033;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"1999; 2006; 2008";"Благоустройство придомовой территории; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;;;3;1007.95001221;1923
г. Кронштадт Юрия Инге ул. 2/4;29.763395;59.995296;Юрия Инге ул.;2/4;;А;Кронштадский;;;;1-128 КП-6;1970;;5911.29980469;5370.79980469;;6;5;257;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;10, 91, 19;10, 182, 57;;;;;3524;19.10.2010;"ООО ""ЖКС Кронштадтского района""";0.0;2001;Ремонт конструкций и замена покрытий крыш;;;;5;;1926
г. Кронштадт Гражданская ул. 15;29.764258;59.998423;Гражданская ул.;15;;А;Кронштадский;2 комн., 3 комн., 4 комн.;1, 2, 2;2, 6, 8;Индивидуальный;1900;1960;1245;1077;0.0;2;3;61;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн.;8, 1, 1;16, 3, 4;;;;;1166;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2008; 2008; 2008; 2008; 2008; 2009";"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;703;;1;520;1937
г. Кронштадт Советская ул. 1/5;29.78694;59.991777;Советская ул.;1/5;;А;Кронштадский;3 комн., 4 комн.;1, 1;3, 4;Индивидуальный;1900;1970;1711.31994629;1001.01000977;500.100006104;3;3;53;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн.;5, 2, 3;10, 6, 12;;;;;695;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2004; 2005; 2007; 2011; 2011; 2011; 2011; 2011; 2011";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;1452;;3;774;1949
г. Кронштадт Ленина пр. 33;29.763808;59.994423;Ленина пр.;33;;А;Кронштадский;3 комн.;1;3;Индивидуальный;1900;1979;1125;686.900024414;312.100006104;2;3;40;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;2, 5, 4;2, 10, 12;2;;;;441;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2003; 2011";"Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;640;;2;;1980
г. Кронштадт Ленина пр. 45;29.762236;59.992632;Ленина пр.;45;;А;Кронштадский;3 комн.;0;0;Индивидуальный;1917;1999;2456.10009766;713.799987793;1563.80004883;3;3;42;182;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;0, 9, 4;0, 18, 12;4;;;;734;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"1997; 2006";"Ремонт или замена системы отопления; Ремонт конструкций и замена покрытий крыш";;977;;3;765;1998
г. Кронштадт Карла Либкнехта ул. 17;29.780876;59.993833;Карла Либкнехта ул.;17;;А;Кронштадский;2 комн.;0;0;Индивидуальный;1981;;4665.70019531;4007.60009766;;5;5;191;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;1;1 комн., 2 комн., 3 комн.;35, 45, 10;35, 90, 30;;;;;2830;21.10.2013;"ООО ""ЖКС Кронштадтского района""";0.0;2006;Ремонт конструкций и замена покрытий крыш;5;;;5;1267;2083
г. Кронштадт Фейгина ул. 12;29.758697;59.994832;Фейгина ул.;12;;А;Кронштадский;2 комн., 3 комн.;0, 1;0, 3;1-528-57;1968;;4691.60009766;4318.39990234;;5;5;245;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;35, 25, 39;35, 50, 117;;;;;3977;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2011";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;5;1178.09997559;2111
г. Кронштадт Аммермана ул. 30;29.787731;59.989472;Аммермана ул.;30;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 0, 0, 0, 0, 0;0, 0, 0, 0, 0, 0;Индивидуальный;1967;;1765.14001465;1583;;2;5;75;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;10, 30, 0, 0, 0, 0, 0;10, 60, 0, 0, 0, 0, 0;;;;;1452;12.04.2009;"ООО""ЖКС Кронштадтского района """;0.0;"2006; 2007; 2009; 2009; 2009; 2009; 2009; 2009; 2009";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;647;;2;359;2228
г. Кронштадт Ленина пр. 15;29.765919;59.99701;Ленина пр.;15;;А;Кронштадский;2 комн., 3 комн.;8, 1;16, 3;Индивидуальный;1900;1998;4143.79980469;1565.40002441;2186.5;4;4;43;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;18, 4, 1, 0;18, 8, 3, 0;1;1999;;;815;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2002; 2011; 2012; 2012; 2012; 2012";"Асфальтирование и замощение придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления; Устройство набивных покрытий";;1493;1;4;757;2285
г. Кронштадт Флотская ул. 23;29.770752;59.997847;Флотская ул.;23;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 0, 0, 0, 0, 0;0, 0, 0, 0, 0, 0;Индивидуальный;1917;1968;1435;1313.30004883;;2;3;62;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 11, 8, 1, 0, 0, 0;0, 22, 24, 4, 0, 0, 0;;;;;746;12.04.2009;"ООО ""ЖКС Кронштадтского района Санкт-Петрбурга""";0.0;2011;Ремонт конструкций и замена покрытий крыш;;335.700012207;;2;;2299
г. Кронштадт Никольский пер. 1/58;29.774624;59.997716;Никольский пер.;1/58;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 0, 0, 0, 0, 0;0, 0, 0, 0, 0, 0;Индивидуальный;1969;;2780.36010742;2473.80004883;77;3;5;146;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;10, 45, 5, 0, 0, 0, 0;10, 90, 15, 0, 0, 0, 0;;;;;1491;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2007; 2008; 2008";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";;;;3;569.900024414;2486
г. Кронштадт Фейгина ул. 4;29.760179;59.995984;Фейгина ул.;4;;А;Кронштадский;2 комн.;1;2;1-528-57;1968;;4713.60009766;4335.60009766;;5;5;263;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;35, 24, 40;35, 48, 120;;;;;3996;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2008; 2011";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;5;1192.13000488;2570
г. Кронштадт Петровская ул. 10к2;29.775765;59.986925;Петровская ул.;10;2;А;Кронштадский;3 комн.;1;3;Индивидуальный;1890;1988;1563.5;1373.19995117;;2;3;65;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;12, 5, 5;12, 10, 15;;;;;981;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;;;;1678;;3;;2585
г. Кронштадт Широкая ул. 4;29.782404;59.994054;Широкая ул.;4;;А;Кронштадский;;;;Индивидуальный;1968;;1771.90002441;1585.90002441;;2;5;72;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;20, 10, 10;20, 20, 30;;;;;783;19.10.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2007";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;2;364.799987793;2692
г. Кронштадт Лебедева ул. 5;29.786742;59.986331;Лебедева ул.;5;;А;Кронштадский;2 комн.;1;2;Индивидуальный;1880;1981;2519.04003906;1639.2199707;583.700012207;1;3;95;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;7, 16, 6;7, 32, 18;2;;;;1909;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2007; 2007";"Благоустройство придомовой территории; Ремонт и восстановление озеленения";;1055.80004883;;1;;2940
г. Кронштадт Советская ул. 7;29.78544;59.992096;Советская ул.;7;;А;Кронштадский;4 комн.;1;4;Индивидуальный;1870;1971;842.5;725.5;;2;2;32;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;4, 7;8, 21;;;;;925;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2005; 2007; 2014";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";;755;;2;504.019989014;2988
г. Кронштадт Восстания ул. 76;29.770869;59.999714;Восстания ул.;76;;А;Кронштадский;;;;Индивидуальный;1972;;2083.5;1814.30004883;;2;5;86;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;11, 19, 5, 1;11, 38, 15, 4;;;;;721;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2006; 2011";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;2;336;3069
