address;longitude;latitude;addr_street;addr_number;addr_building;addr_letter;addr_district;comm_type;comm_num;comm_room_num;data_series;data_buildingdate;data_reconstructiondate;data_buildingarea;data_livingarea;data_nonolivingarea;data_stairs;data_storeys;data_residents;data_mansardarea;eng_heatingcentral;eng_heatingauto;eng_heatingfire;eng_hotwater;eng_hotwatergas;eng_hotwaterwood;eng_electro;eng_gascentral;eng_gasnoncentral;eng_refusechute;flat_type;flat_num;flat_room_num;internal_num;lift_exploitfromdate;lift_reconstructiondate;lift_repairdate;outclean_all;param_crdate;param_ukname;param_failure;repair_year;repair_job;rfc_shaftcount;roof_metalarea;seng_liftcount;seng_pzu;special_basementarea;number
г. Кронштадт Советская ул. 13;29.782934;59.992596;Советская ул.;13;;А;Кронштадский;3 комн., 4 комн.;1, 1;3, 4;Индивидуальный;1900;1968;638.799987793;393.600006104;196;1;3;21;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;2, 2;4, 6;1;;;;223;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2005; 2006; 2014";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;85.1399993896;;;;18308
г. Кронштадт Посадская ул. 4;29.766306;60.001077;Посадская ул.;4;;А;Кронштадский;2 комн.;0;0;Индивидуальный;1911;1978;2086.31005859;1268;567.5;3;3;64;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;7, 7, 6;7, 14, 18;;;;;2693;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2007; 2007; 2007; 2007; 2009";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;4804;;3;;18316
г. Кронштадт Сургина ул. 8к2;29.759335;59.991772;Сургина ул.;8;2;А;Кронштадский;;;;1-528 КП-17;1971;;1766.05004883;1612.59997559;;2;5;96;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;20, 10, 10;20, 20, 30;;;;;679;14.12.2009;;0.0;"2007; 2007; 2007; 2008; 2008";"Благоустройство придомовой территории; Расходы на изготовление проектно-сметной документации; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш; Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа";;;;2;434.230010986;18415
г. Кронштадт Аммермана ул. 4;29.78941;59.99166;Аммермана ул.;4;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 1, 0, 0, 0, 0;0, 3, 0, 0, 0, 0;Индивидуальный;1959;;2788.59008789;2532.89990234;0.0;3;5;152;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;20, 25, 14, 0, 0, 0, 0;20, 50, 42, 0, 0, 0, 0;;;;;1943;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;2016;Ремонт конструкций и замена покрытий крыш;;858;;3;535;18479
г. Кронштадт Кронштадтская ул. 10;29.771435;59.998391;Кронштадтская ул.;10;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;1, 0, 0, 0, 0, 0;2, 0, 0, 0, 0, 0;Индивидуальный;1900;1968;758.059997559;696.059997559;;1;3;24;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;1, 8, 2, 0, 0, 0, 0;1, 16, 6, 0, 0, 0, 0;;;;;290;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2006; 2008; 2011; 2012; 2012; 2012; 2012; 2012";"Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;379.5;;;;18594
г. Кронштадт Юрия Инге ул. 8;29.762344;59.994265;Юрия Инге ул.;8;;А;Кронштадский;3 комн.;1;3;Индивидуальный;1969;;4515;4135.79980469;;5;5;195;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;25, 65, 9;25, 130, 27;;;;;2815;19.10.2010;"ООО ""ЖКС Кронштадтского района""";0.0;2008;Ремонт конструкций и замена покрытий крыш;;;;5;861;18685
г. Кронштадт Пролетарская ул. 34;29.788386;59.988779;Пролетарская ул.;34;;А;Кронштадский;;;;1-528 КП-2;1969;;2896.32006836;2628.32006836;;3;5;166;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;6, 45, 9;6, 90, 27;;;;;723;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2006";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;1;529;18752
г. Кронштадт Мануильского ул. 39;29.788503;59.987217;Мануильского ул.;39;;А;Кронштадский;;;;Индивидуальный;1880;1992;654.400024414;534.799987793;;1;4;26;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн.;14, 1;14, 2;;;;;1148;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;2006;Благоустройство придомовой территории;;340.100006104;;1;;18762
г. Кронштадт Зосимова ул. 22к1;29.759991;59.997289;Зосимова ул.;22;1;А;Кронштадский;2 комн., 3 комн.;1, 1;2, 3;Индивидуальный;1900;1974;847.700012207;704.400024414;0.0;1;3;27;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;2, 5;4, 15;;;;;198;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2009; 2009; 2009; 2009; 2009; 2009; 2009";"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;474;;1;;18803
г. Кронштадт Зосимова ул. 11;29.757990266399187;59.99652063919927;Зосимова ул.;11;;А;Кронштадский;5 комн., 6 комн., 7 комн.;1, 1, 2;5, 6, 18;Индивидуальный;1880;1991;2139.69995117;1122.30004883;820.099975586;1;2;69;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;;;;1;;;;1090;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2006; 2011; 2011";"Благоустройство придомовой территории; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;1723;;1;;18850
г. Кронштадт Красная ул. 2;29.773349;59.987335;Красная ул.;2;;А;Кронштадский;;;;Индивидуальный;1900;1973;1600.5;1375.90002441;;2;3;61;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;9, 9, 6;9, 18, 18;;;;;309;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2001; 2005";"Ремонт или замена системы канализования и водоотведения; Ремонт фасадов без утепления";;909;;2;469;18854
г. Кронштадт Посадская ул. 52;29.758517;59.99184;Посадская ул.;52;;А;Кронштадский;;;;Индивидуальный;1900;1985;532.119995117;319.700012207;137.300003052;1;3;13;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн.;6;12;;;;;375;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2007; 2008; 2012";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";;325;;1;;18876
г. Кронштадт Флотская ул. 12;29.76901;59.99625;Флотская ул.;12;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;10, 0, 0, 0, 0, 0;20, 0, 0, 0, 0, 0;Индивидуальный;1788;1964;9034.08984375;7445.39990234;370.200012207;4;3;302;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;8, 91, 2, 0, 0, 0, 0;8, 182, 6, 0, 0, 0, 0;3;;;;4785;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;2007;Ремонт конструкций и замена покрытий крыш;;4970;;4;;18907
г. Кронштадт Мануильского ул. 45/3;29.78782;59.985687;Мануильского ул.;45/3;;А;Кронштадский;2 комн., 3 комн.;2, 0;4, 0;Индивидуальный;1970;;6886.25976562;5459.66015625;600.799987793;7;5;312;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;1, 81, 20;1, 162, 60;2;;;;1173;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2004; 2006; 2009; 2009; 2009; 2009; 2010; 2011";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;;;7;1737.09997559;18912
г. Кронштадт Аммермана ул. 44;29.786482;59.987969;Аммермана ул.;44;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 5, 2, 0, 0, 0;0, 15, 8, 0, 0, 0;Индивидуальный;1938;;3018.19995117;2651.19995117;;5;4;131;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 16, 15, 2, 0, 0, 0;0, 32, 45, 8, 0, 0, 0;;;;;2668;12.04.2009;"ООО""ЖКС Крронштадтского района""";0.0;"2004; 2007; 2010; 2010; 2010; 2010; 2010; 2010";"Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;1495;;4;665;18960
г. Кронштадт Посадская ул. 5;29.764734;60.000101;Посадская ул.;5;;А;Кронштадский;2 комн., 3 комн.;0, 0;0, 0;Индивидуальный;1895;1977;1451.70996094;1182.19995117;182.899993896;4;3;60;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;5, 6, 7;5, 12, 21;;;;;1472;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2008; 2009; 2013";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;646;;4;;19087
г. Кронштадт Посадская ул. 38;29.760009;59.993671;Посадская ул.;38;;А;Кронштадский;2 комн.;1;2;Индивидуальный;1900;1975;798.609985352;699.099975586;;1;2;30;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;7, 2;14, 6;;;;;648;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;2011;Ремонт конструкций и замена покрытий крыш;;865;;1;355;19121
г. Кронштадт Советская ул. 21а;29.780841;59.99301;Советская ул.;21а;;А;Кронштадский;;;;Индивидуальный;1900;1982;743.729980469;464.700012207;219.899993896;1;3;30;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;3 комн., 4 комн.;4, 2;12, 8;2;;;;1869;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2007; 2012; 2012; 2012; 2012; 2012";"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;577.200012207;;1;;19128
г. Кронштадт Зосимова ул. 4;29.763404;60.00083;Зосимова ул.;4;;А;Кронштадский;2 комн., 3 комн.;0, 0;0, 0;Индивидуальный;1978;;13487.4003906;10449.7998047;1397.09997559;7;9;518;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;1;1 комн., 2 комн., 3 комн.;97, 101, 28;97, 202, 84;2;1977;;2007;6981;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2007; 2007; 2007; 2008";"Благоустройство придомовой территории; Капитальный ремонт лифтов (с заменой крупных узлов); Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";6;;6;7;1975.09997559;19131
г. Кронштадт Посадская ул. 10/51;29.764877;59.999485;Посадская ул.;10/51;;А;Кронштадский;2 комн.;0;0;Индивидуальный;1900;1972;488.619995117;435;;1;3;20;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;4, 2, 3;4, 4, 9;;;;;359;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2007; 2007; 2007; 2007; 2007; 2007; 2008";"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;300.380004883;;1;;19364
г. Кронштадт Станюковича ул. 7;29.722288;60.010699;Станюковича ул.;7;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;1, 1, 0, 0, 0, 0;2, 3, 0, 0, 0, 0;Индивидуальный;1988;;10803.7998047;9021.90039062;;4;11;529;;1;0.0;0.0;1;0.0;0.0;1;0.0;0.0;1;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;11, 78, 76, 0, 0, 0, 0;11, 156, 228, 0, 0, 0, 0;;1988;;;5151;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2008; 2008; 2009; 2011";"Благоустройство придомовой территории; Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";4;;5;4;1504;19500
г. Кронштадт Ленина пр. 21/2;29.765192;59.996137;Ленина пр.;21/2;;А;Кронштадский;3 комн., 4 комн.;2, 1;6, 4;Индивидуальный;1932;1979;2822.06005859;1749.09997559;740.099975586;4;3;82;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;8, 9, 9;8, 18, 27;1;;;;348;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"1999; 2013";"Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;1070;;4;838;19684
г. Кронштадт Аммермана ул. 28;29.788198;59.989828;Аммермана ул.;28;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 7, 0, 0, 0, 0;0, 21, 0, 0, 0, 0;Индивидуальный;1953;;3106.10009766;2648.69995117;104.400001526;4;4;146;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;4, 23, 12, 0, 0, 0, 0;4, 46, 36, 0, 0, 0, 0;;;;;1109;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2007; 2009; 2009; 2009; 2009; 2011; 2014";"Ремонт и восстановление озеленения; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт системы электроснабжения";;1257;;4;531;19865
г. Кронштадт Карла Маркса ул. 21;29.764231;59.992753;Карла Маркса ул.;21;;А;Кронштадский;2 комн., 3 комн.;1, 3;2, 9;Индивидуальный;1900;1968;1749.90002441;1557.09997559;52;2;4;73;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн.;10, 9, 0;20, 27, 0;;;;;509;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;2010;Ремонт конструкций и замена покрытий крыш;;750;;2;;20173
г. Кронштадт Гидростроителей ул. 4;29.72157;60.011662;Гидростроителей ул.;4;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 0, 0, 0, 0, 0;0, 0, 0, 0, 0, 0;Индивидуальный;2003;;11068.0996094;8844.20019531;;5;11;456;;1;0.0;0.0;1;0.0;0.0;1;0.0;0.0;1;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;92, 49, 35, 7, 0, 0, 0;92, 98, 105, 28, 0, 0, 0;;2003;;;4895;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2009; 2009; 2011";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт и восстановление озеленения";5;;6;5;2157;20213
г. Кронштадт Цитадельское ш. 41;29.721129;60.008419;Цитадельское ш.;41;;А;Кронштадский;2 комн.;5;10;;1983;;13730.7998047;11137.0996094;62;5;12;375;;1;0.0;0.0;1;0.0;0.0;1;0.0;0.0;1;1 комн., 2 комн., 3 комн.;36, 152, 34;36, 304, 102;;1983;;;12224;;ООО ЖКС Кронштадтского района;0.0;"2008; 2008; 2011";"Капитальный ремонт лифтов (с заменой крупных узлов); Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";5;;8;;1765;20794
г. Кронштадт Гусева ул. 1;29.78758526378709;59.993020016858964;Гусева ул.;1;;А;Кронштадский;;;;Индивидуальный;1917;1973;861.799987793;540.799987793;272;1;3;25;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;3 комн.;6;18;1;;;;1011;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2005; 2007";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;468;;1;;20965
г. Кронштадт Гидростроителей ул. 10;29.716611;60.009044;Гидростроителей ул.;10;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;2, 0, 0, 0, 0, 0;4, 0, 0, 0, 0, 0;Индивидуальный;1985;;15033.5;11787.0996094;54.2000007629;6;14;653;;1;0.0;0.0;1;0.0;0.0;1;0.0;0.0;1;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;64, 153, 32, 0, 0, 0, 0;64, 306, 96, 0, 0, 0, 0;;1985;;;9734;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2001; 2008; 2008; 2008; 2008; 2008";"АВКР; Благоустройство придомовой территории; Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";6;;9;6;2200;21013
г. Кронштадт Станюковича ул. 8;29.718821;60.009687;Станюковича ул.;8;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;2, 1, 0, 0, 0, 0;4, 3, 0, 0, 0, 0;Индивидуальный;1984;;18184.5996094;14820;14.3000001907;6;12;876;;1;0.0;0.0;1;0.0;0.0;1;0.0;0.0;1;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;137, 89, 83, 0, 0, 0, 0;137, 178, 249, 0, 0, 0, 0;1;1984;;;5682;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2000; 2001; 2005; 2006; 2008; 2008";"Благоустройство придомовой территории; Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";6;;12;6;2157;21014
г. Кронштадт Станюковича ул. 6;29.721408;60.009521;Станюковича ул.;6;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 1, 0, 0, 0, 0;0, 3, 0, 0, 0, 0;Индивидуальный;1985;;16938.6894531;13675.9902344;94.0999984741;6;14;804;;1;0.0;0.0;1;0.0;0.0;1;0.0;0.0;1;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;75, 113, 84, 1, 0, 0, 0;75, 226, 252, 4, 0, 0, 0;1;1984;;;8380;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2004; 2005; 2006; 2008; 2008; 2014";"Благоустройство придомовой территории; Благоустройство придомовой территории; Благоустройство придомовой территории; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";6;;10;6;2311;21015
г. Кронштадт Литке ул. 7/32;29.726645;60.01002;Литке ул.;7/32;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 0, 0, 0, 0, 0;0, 0, 0, 0, 0, 0;Индивидуальный;1989;;12781.9003906;10495.5996094;91.4000015259;4;12;616;;1;0.0;0.0;1;0.0;0.0;1;0.0;0.0;1;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;24, 59, 105, 0, 0, 0, 0;24, 118, 315, 0, 0, 0, 0;1;1989;;;3032;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2008; 2008; 2009; 2009";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";4;;6;4;1535.19995117;21016
г. Кронштадт Кронштадтское шоссе 36;29.724004;60.010803;Кронштадтское шоссе;36;;А;Кронштадский;2 комн., 3 комн.;3, 2;6, 6;Индивидуальный;1988;;14354.7001953;11480.7998047;15.3000001907;4;12;724;;1;0.0;0.0;1;0.0;0.0;1;0.0;0.0;1;1 комн., 2 комн., 3 комн.;47, 83, 86;47, 166, 258;1;1988;;;7549;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2005; 2007; 2008; 2008; 2009";"Благоустройство придомовой территории; Благоустройство придомовой территории; Капитальный ремонт лифтов (с заменой крупных узлов); Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";4;;8;4;;21017
г. Кронштадт Ленинградская ул. 9;29.788332;59.988298;Ленинградская ул.;9;;А;Кронштадский;;;;Индивидуальный;1929;2005;2884.10009766;1886.69995117;613.5;5;4;96;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;30, 12, 3;30, 24, 9;1;;;;935;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;;;;713;;5;930.900024414;21018
г. Кронштадт Советская ул. 33;29.778487;59.993469;Советская ул.;33;;Б;Кронштадский;2 комн., 3 комн.;0, 0;0, 0;Индивидуальный;1900;1984;852.099975586;563.5;194;1;4;51;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;6, 6, 0;6, 12, 0;1;;;;1423;16.03.2010;"ООО""ЖКС Кронштадтского района""";0.0;2003;Ремонт фасадов без утепления;;186;;1;370;21019
г. Кронштадт Советская ул. 19;29.781694;59.992884;Советская ул.;19;;А;Кронштадский;;;;Индивидуальный;1971;;1757.81994629;1576.30004883;;2;5;135;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн.;10, 30;10, 60;;;;;;14.12.2009;"ООО""ЖКС Кронштадтского района""";0.0;2015;Ремонт конструкций и замена покрытий крыш;;263.160003662;;2;437;21020
г. Кронштадт Петровская ул. 13/6;29.773965588393292;59.98826833816273;Петровская ул.;13/6;;А;Кронштадский;2 комн., 3 комн.;1, 1;2, 3;Индивидуальный;1900;1976;4216.35986328;3476;277.799987793;4;4;192;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;7, 31, 14;7, 62, 42;;;;;3416;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2011; 2011";"Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;1895.40002441;;4;1587.25;21021
г. Кронштадт Манежный пер. 2;29.773349;59.990678;Манежный пер.;2;;А;Кронштадский;3 комн.;0;0;Индивидуальный;1982;;10114.3095703;7431.20019531;936.099975586;10;6;400;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;1;1 комн., 2 комн., 3 комн., 4 комн.;35, 83, 28, 1;35, 166, 84, 4;1;1982;;;6805;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2000; 2005";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";10;;;9;2300;21022
г. Кронштадт Мануильского ул. 37;29.789168;59.987321;Мануильского ул.;37;;А;Кронштадский;2 комн., 4 комн.;2, 1;4, 4;Индивидуальный;1880;1991;3434.69995117;2863.5;108;4;5;153;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн.;10, 23, 4, 6, 1;10, 46, 12, 24, 5;1;;;;332;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2011; 2011";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;1013.09997559;;4;793.599975586;21023
г. Кронштадт Коммунистическая ул. 3;29.770438;59.989648;Коммунистическая ул.;3;;А;Кронштадский;3 комн.;1;3;Индивидуальный;1838;1978;1846.59997559;832.599975586;718.200012207;2;2;38;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;1, 5, 5;1, 10, 15;4;;;;923;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2005; 2012; 2012; 2012; 2012; 2012";"Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;640;;2;;21024
г. Кронштадт Ленинградская ул. 14;29.785548;59.988469;Ленинградская ул.;14;;А;Кронштадский;3 комн.;1;3;Индивидуальный;1900;1978;1606.2800293;1315.13000488;98.8000030518;2;3;72;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;4, 6, 9;4, 12, 27;1;;;;660;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;2006;Благоустройство придомовой территории;;598.599975586;;2;;21025
г. Кронштадт Аммермана ул. 27;29.785188;59.987335;Аммермана ул.;27;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 0, 0, 0, 0, 0;0, 0, 0, 0, 0, 0;Индивидуальный;1917;1983;1564.16003418;1002.09997559;367.200012207;2;3;43;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;6, 5, 6, 0, 0, 0, 0;6, 10, 18, 0, 0, 0, 0;3;;;;1361;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2004; 2007; 2007; 2008";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;849;;1;;21026
г. Кронштадт Юрия Инге ул. 1;29.762686;59.995444;Юрия Инге ул.;1;;А;Кронштадский;;;;Индивидуальный;1934;1992;3033.5;2340.60009766;201.100006104;4;5;121;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;20, 17;40, 51;1;1995;2005 - 1 шт.;;1549;19.10.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2005; 2011";"Благоустройство придомовой территории; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";;1005.59997559;4;4;;21027
